Assessmentyear,Year,SSB,SSB_SD,SSB_LOW,SSB_UPP,R,R_SD,R_LOW,R_UPP,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,Favg,Fmsy,Bmsy,F.Fmsy,B.Bmsy,assessmenttype
2017,2008,2915.16,120.847,2683.31,3167.04,5712.63,556.071,4704.2,6937.22,0.0166129,0.0880632,0.215478,0.281094,0.258211,0.333612,0.391732,0.493337,0.56074,0.648999,0.648999,0.648999,0.38216,0.18425,5328.31754,2.07408,0.54711,assessment
2017,2009,2074.02,116.632,1853.56,2320.7,6384.26,639.849,5227.27,7797.32,0.0138789,0.0566405,0.140644,0.301897,0.327161,0.476286,0.564163,0.689885,0.746484,0.854295,0.854295,0.854295,0.48999,0.1877,5651.01464,2.61045,0.36702,assessment
2017,2010,1757.61,123.002,1528.31,2021.32,7912.78,821.924,6432.03,9734.42,0.0176945,0.0938722,0.127932,0.256474,0.284088,0.331647,0.34911,0.415221,0.615233,0.647249,0.647249,0.647249,0.36942,0.15476,6378.33759,2.38704,0.27556,assessment
2017,2011,1831.51,131.91,1586.11,2114.89,4660.65,627.325,3565,6093.05,0.0131471,0.106015,0.168377,0.109421,0.122779,0.238798,0.224753,0.197803,0.280973,0.256321,0.256321,0.256321,0.18592,0.17764,4786.36131,1.04659,0.38265,assessment
2017,2012,2015.33,145.121,1745.34,2327.08,7906.88,1028.01,6103.08,10243.8,0.00455128,0.0250727,0.101199,0.072483,0.127104,0.217928,0.214676,0.162229,0.170444,0.156463,0.156463,0.156463,0.13042,0.18828,4568.88161,0.69271,0.4411,assessment
2017,2013,2247.76,163.508,1943.79,2599.27,9321.53,1486.37,6789.75,12797.4,0.00302015,0.0193753,0.0446762,0.0660969,0.116237,0.177033,0.159027,0.122201,0.125171,0.124016,0.124016,0.124016,0.10041,0.1884,4673.29502,0.53294,0.48098,assessment
2017,2014,2572.21,195.001,2210.81,2992.68,11747.6,2221.78,8074.51,17091.5,0.00269123,0.0186909,0.0448616,0.0642634,0.109162,0.129579,0.129705,0.10955,0.124978,0.136599,0.136599,0.136599,0.09527,0.17732,5152.96563,0.5373,0.49917,assessment
2017,2015,3103.09,254.193,2634.89,3654.49,17519,3998.02,11163.5,27492.9,0.0014932,0.0090325,0.0176848,0.0522013,0.0699329,0.0671297,0.0793573,0.0861682,0.0978941,0.112613,0.112613,0.112613,0.06823,0.20994,4811.362,0.32498,0.64495,assessment
2017,2016,3884.57,371.941,3208.98,4702.4,48253,12476.3,29011.1,80257.1,0.000643669,0.00412216,0.0135052,0.0476625,0.0955923,0.133484,0.116857,0.11561,0.12641,0.133762,0.133762,0.133762,0.08793,0.2046,5002.51362,0.42978,0.77652,assessment
2017,2017,5293.6,631.525,4173.45,6714.41,20315.7,7653.08,9804.43,42096.2,0.000462582,0.0021888,0.00945474,0.0398226,0.0809643,0.11319,0.0988356,0.0970629,0.104807,0.111116,0.111116,0.111116,0.07334,0.19658,5197.72214,0.37311,1.01845,assessment
2018,1970,10319.2,1443.32,7811.77,13631.6,10260.7,2011.31,6958.52,15129.9,0.000217556,0.000576903,0.00204163,0.00412311,0.00980356,0.021355,0.0377795,0.0317854,0.0107389,0.00889407,0.00889407,0.00889407,0.01209,0.13457,3749.90838,0.08985,2.75187,assessment
2018,1971,10015.2,1387.98,7600.73,13196.6,9899.81,1813.94,6883.15,14238.6,0.000368225,0.000956945,0.00338865,0.00625025,0.014507,0.0315133,0.0557404,0.0469736,0.0159381,0.0131141,0.0131141,0.0131141,0.01791,0.13484,3727.52773,0.13286,2.68682,assessment
2018,1972,9854.24,1336.52,7522.35,12909,10383.4,1780.03,7387.8,14593.7,0.000581538,0.00137392,0.00488821,0.00477053,0.00863612,0.0184638,0.0331807,0.0302926,0.0121271,0.00782585,0.00782585,0.00782585,0.01148,0.13457,3610.34372,0.08533,2.72945,assessment
2018,1973,9755.91,1287.8,7500.79,12689,10879.2,1799.91,7831.77,15112.3,0.00118585,0.00275222,0.00979582,0.00787194,0.0120735,0.0249282,0.0444107,0.0409813,0.0167308,0.00961842,0.00961842,0.00961842,0.0158,0.13325,3501.34361,0.11856,2.78633,assessment
2018,1974,9645.76,1239.58,7467.41,12459.6,13299.8,2033.81,9812.63,18026.1,0.00346859,0.00794019,0.0282092,0.0186635,0.0207235,0.0388886,0.0672823,0.0581677,0.0215183,0.0164079,0.0164079,0.0164079,0.02617,0.12402,3487.59042,0.21104,2.76574,assessment
2018,1975,9603.98,1192.52,7499.14,12299.6,18690.5,2483.83,14344.8,24352.6,0.00115605,0.00278788,0.00991285,0.0116022,0.0231261,0.0495952,0.0882161,0.0778073,0.0290858,0.0198426,0.0198426,0.0198426,0.0294,0.13444,3648.56075,0.2187,2.63227,assessment
2018,1976,9751.5,1149.24,7710.07,12333.5,22256.9,2795.98,17329.1,28586,0.00137752,0.00332872,0.0118392,0.0140933,0.0284581,0.0612021,0.108996,0.0965503,0.0363723,0.02437,0.02437,0.02437,0.03628,0.13482,3647.27158,0.26908,2.67364,assessment
2018,1977,10112.5,1106.61,8129.99,12578.4,21594.9,2824.18,16643.3,28019.8,0.0100994,0.0229089,0.0814414,0.0465924,0.0390553,0.0667399,0.114669,0.106043,0.0450966,0.0274759,0.0274759,0.0274759,0.05126,0.11557,3545.44198,0.44353,2.85225,assessment
2018,1978,10458.5,1063.4,8538.43,12810.3,22379.7,2862.9,17345.7,28874.6,0.00690179,0.0159343,0.0566624,0.0424423,0.059269,0.120754,0.215926,0.198893,0.081653,0.0530046,0.0530046,0.0530046,0.07979,0.13043,3545.55916,0.61173,2.94974,assessment
2018,1979,10717.1,1007.2,8884.41,12928,22253.2,2789.09,17336.1,28564.9,0.00563513,0.0130981,0.0465728,0.0379975,0.0616275,0.136901,0.259245,0.25837,0.120629,0.0850517,0.0850517,0.0850517,0.0996,0.12868,3885.63937,0.77405,2.75814,assessment
2018,1980,11123.6,937.372,9401.17,13161.7,22985.1,2884.12,17901.2,29512.7,0.00670133,0.0153892,0.0547317,0.0382142,0.052091,0.112401,0.209619,0.20922,0.103247,0.0708145,0.0708145,0.0708145,0.0845,0.12765,3794.1627,0.66201,2.93178,assessment
2018,1981,11174,859.042,9583.62,13028.2,27809.2,3313.86,21930.5,35263.8,0.00553192,0.0157332,0.0584914,0.0468789,0.0791076,0.177236,0.331816,0.336441,0.166107,0.101192,0.101192,0.101192,0.12674,0.1321,3790.36094,0.95945,2.948,assessment
2018,1982,10512.8,771.044,9080.24,12171.3,32236.3,3700.06,25643.4,40524.3,0.00376295,0.00733574,0.0261814,0.0476678,0.124671,0.297843,0.567049,0.576552,0.28938,0.199934,0.199934,0.199934,0.21169,0.1422,3817.72261,1.48861,2.75368,assessment
2018,1983,10584.1,682.364,9304.97,12039.1,26479.7,3477.95,20385.3,34396.1,0.00140265,0.00470066,0.019767,0.0307956,0.0836091,0.20871,0.405155,0.440296,0.256491,0.184107,0.184107,0.184107,0.16694,0.1313,4248.20393,1.2714,2.49144,assessment
2018,1984,10501.6,611.377,9348.27,11797.2,43037,4535.3,34878.8,53103.4,0.00188502,0.00809593,0.0314025,0.0576509,0.123077,0.287022,0.558867,0.621003,0.377712,0.30016,0.30016,0.30016,0.24727,0.13326,4221.76476,1.85548,2.48749,assessment
2018,1985,10868.6,554.447,9815.01,12035.2,52108.9,5020.44,42995.3,63154.3,0.00143633,0.00548618,0.0208262,0.0483098,0.109341,0.254936,0.503092,0.578538,0.384135,0.289768,0.289768,0.289768,0.23128,0.13528,4245.90379,1.70969,2.55978,assessment
2018,1986,12177.2,517.809,11184.8,13257.6,28761.9,4059.64,21718.2,38090.1,0.000768422,0.00282195,0.00961128,0.0259383,0.0658903,0.165439,0.380525,0.516237,0.375158,0.278597,0.278597,0.278597,0.19818,0.12652,4713.28528,1.56642,2.58359,assessment
2018,1987,13401.5,507.067,12425.1,14454.6,27012,4194.24,19837.6,36780.9,0.00137481,0.00632042,0.0197048,0.0451962,0.0863453,0.182866,0.413664,0.605811,0.502975,0.400023,0.400023,0.400023,0.25536,0.12889,4712.09316,1.98126,2.84407,assessment
2018,1988,13716.8,505.37,12742.7,14765.3,32171.6,4660.95,24114.9,42919.9,0.00271467,0.0156082,0.0319291,0.0615804,0.116451,0.196286,0.375446,0.615777,0.651058,0.575462,0.575462,0.575462,0.3161,0.14841,4371.70539,2.12989,3.13762,assessment
2018,1989,13454.6,500.604,12490,14493.6,27973,4342.66,20544.6,38087.4,0.00293992,0.0151259,0.0359016,0.0568488,0.1161,0.212411,0.333309,0.48874,0.607487,0.644794,0.644794,0.644794,0.31694,0.15116,4408.59406,2.09667,3.0519,assessment
2018,1990,13076,494.501,12123.8,14103,30555.1,4255.61,23157.4,40316,0.00294432,0.0114796,0.0375604,0.0620248,0.103627,0.191445,0.3137,0.439813,0.562375,0.677844,0.677844,0.677844,0.31321,0.15225,4469.70873,2.0572,2.92547,assessment
2018,1991,12407.9,480.862,11482.8,13407.5,21225,3334.66,15531.6,29005.5,0.00285826,0.0109562,0.0349974,0.0640039,0.100709,0.182956,0.332667,0.51896,0.648867,0.801493,0.801493,0.801493,0.35845,0.18165,4087.55589,1.97337,3.03553,assessment
2018,1992,11542,456.201,10665,12491,21870.5,3098.35,16497.5,28993.4,0.00294544,0.0120007,0.0388155,0.0683074,0.114534,0.185231,0.29477,0.527796,0.7697,1.01803,1.01803,1.01803,0.42235,0.17592,4359.13043,2.40086,2.64777,assessment
2018,1993,10657.5,428.803,9833.8,11550.2,15438.8,2353.79,11401.1,20906.3,0.00392346,0.0213075,0.0676796,0.0967751,0.140554,0.198192,0.28168,0.414642,0.654943,1.01703,1.01703,1.01703,0.4109,0.162,4456.09274,2.53641,2.39167,assessment
2018,1994,9060.74,384.474,8323.83,9862.88,14537.8,2174.21,10797.3,19574.2,0.00487795,0.0255788,0.0832133,0.142632,0.213027,0.288103,0.364234,0.519247,0.859048,1.21616,1.21616,1.21616,0.51237,0.15101,4538.69254,3.39293,1.99633,assessment
2018,1995,6696.37,326.694,6074.2,7382.27,19065.6,2428.47,14793.1,24572,0.0105468,0.0593528,0.193325,0.291296,0.391321,0.494795,0.557298,0.667503,0.980402,1.40586,1.40586,1.40586,0.65528,0.1374,4406.75613,4.76911,1.51957,assessment
2018,1996,4774.8,275.779,4254.31,5358.96,20982.6,2506.14,16538,26621.6,0.0147867,0.0887785,0.246421,0.402788,0.560139,0.602527,0.59438,0.661945,0.868866,1.18002,1.18002,1.18002,0.63173,0.12251,4411.74387,5.15634,1.08229,assessment
2018,1997,3608.95,232.294,3173.44,4104.22,28118.4,2710.56,23198.2,34082.2,0.0168048,0.105905,0.283557,0.530027,0.728542,0.684984,0.5942,0.638252,0.852895,1.12004,1.12004,1.12004,0.64961,0.11543,4422.07602,5.62769,0.81612,assessment
2018,1998,3677.02,217.608,3266.92,4138.61,26583.2,2531.4,21982.7,32146.4,0.0140824,0.0881401,0.166108,0.367207,0.446444,0.417369,0.371764,0.393495,0.49933,0.631507,0.631507,0.631507,0.38821,0.11102,4464.29906,3.4968,0.82365,assessment
2018,1999,4433.91,226.13,4004.22,4909.72,31476.1,2631.04,26638.1,37192.8,0.00755497,0.0463905,0.11677,0.252544,0.312954,0.296475,0.257971,0.261504,0.320734,0.403227,0.403227,0.403227,0.25688,0.10715,4561.82844,2.39744,0.97196,assessment
2018,2000,5463.23,240.178,5003.6,5965.08,32402,2585.43,27629.6,37998.7,0.011468,0.0542013,0.0882328,0.206649,0.281828,0.259167,0.210178,0.201417,0.237561,0.289586,0.289586,0.289586,0.20162,0.11,4305.35898,1.83297,1.26894,assessment
2018,2001,6171.92,243.684,5703.47,6678.84,21388,1903.11,17907.5,25545,0.0274122,0.128755,0.161347,0.22859,0.363967,0.339871,0.265577,0.247528,0.285913,0.345371,0.345371,0.345371,0.25709,0.10588,4301.07332,2.42804,1.43497,assessment
2018,2002,6805.22,237.795,6346,7297.66,14777.9,1433.68,12177.1,17934.1,0.00789632,0.0284248,0.073523,0.153743,0.265754,0.298855,0.259527,0.254154,0.308391,0.38278,0.38278,0.38278,0.23322,0.11349,4526.41142,2.05499,1.50345,assessment
2018,2003,7079.53,224.81,6644,7543.62,8392.91,1033.99,6566.09,10728,0.013421,0.050194,0.0840524,0.136682,0.232048,0.290127,0.268895,0.259405,0.317549,0.387218,0.387218,0.387218,0.2345,0.11467,4488.30928,2.04503,1.57733,assessment
2018,2004,6725.02,205.124,6327.13,7147.94,8649.42,1065.08,6767.55,11054.6,0.0122386,0.0370838,0.0884355,0.137108,0.213788,0.310818,0.312905,0.302052,0.360596,0.411424,0.411424,0.411424,0.25077,0.11906,4418.9096,2.10628,1.52187,assessment
2018,2005,5997.4,182.208,5643.92,6373.03,6592.93,852.126,5096.59,8528.6,0.012423,0.0421169,0.0935851,0.133481,0.183188,0.307725,0.323841,0.315604,0.3644,0.399788,0.399788,0.399788,0.24798,0.12294,4295.00966,2.01708,1.39637,assessment
2018,2006,4978.71,157.99,4672.63,5304.85,6743.08,683.268,5508.97,8253.67,0.0182162,0.0835527,0.154925,0.188531,0.198593,0.295884,0.393304,0.399265,0.466247,0.492592,0.492592,0.492592,0.30636,0.12663,4116.18012,2.41928,1.20955,assessment
2018,2007,3753.98,134.446,3494.58,4032.65,4703,570.596,3692.98,5989.25,0.0175901,0.080617,0.227737,0.266825,0.267937,0.323226,0.42873,0.538844,0.6193,0.680351,0.680351,0.680351,0.40099,0.13026,4073.69568,3.07838,0.92152,assessment
2018,2008,2779.42,119.337,2550.8,3028.52,4257.62,556.723,3281.5,5524.1,0.0190119,0.0980166,0.230168,0.268759,0.279521,0.357061,0.423523,0.516024,0.614453,0.702869,0.702869,0.702869,0.4096,0.12664,4159.82211,3.23443,0.66816,assessment
2018,2009,1893.24,107.87,1689.49,2121.56,7996.75,862.976,6448.37,9916.92,0.0161771,0.0708268,0.172568,0.319353,0.381505,0.521994,0.598529,0.707891,0.796771,0.902088,0.902088,0.902088,0.52432,0.12851,4245.59282,4.08,0.44593,assessment
2018,2010,1537.98,109.044,1334.89,1771.98,10734.9,1208.43,8576.9,13436,0.0198466,0.0951297,0.156564,0.294255,0.340449,0.396377,0.419374,0.483684,0.643373,0.680264,0.680264,0.680264,0.40749,0.11371,4565.82435,3.58357,0.33685,assessment
2018,2011,1667.2,120.186,1443.62,1925.4,5618.88,877.382,4119.43,7664.13,0.0124385,0.0926388,0.169789,0.114417,0.150143,0.260979,0.245892,0.228262,0.294033,0.285301,0.285301,0.285301,0.20204,0.12131,3951.59944,1.66551,0.4219,assessment
2018,2012,1979.79,143.406,1713.11,2287.98,9455.05,1315.46,7168,12471.8,0.00474481,0.0232113,0.0851303,0.0686494,0.146485,0.264569,0.257303,0.199581,0.204095,0.19474,0.19474,0.19474,0.15317,0.12386,3982.50698,1.23658,0.49712,assessment
2018,2013,2339.23,173.756,2016.71,2713.33,7181.84,1231.85,5108.95,10095.8,0.00391151,0.0186299,0.0402177,0.0542294,0.103097,0.188249,0.190167,0.161478,0.165819,0.167733,0.167733,0.167733,0.11908,0.12652,4073.64427,0.94123,0.57424,assessment
2018,2014,2725.37,211.662,2333.83,3182.6,9428.17,1603.92,6725.37,13217.2,0.0042401,0.0209105,0.041911,0.0479143,0.0751364,0.103385,0.136757,0.149658,0.182664,0.201054,0.201054,0.201054,0.11381,0.13085,4257.63847,0.86976,0.64011,assessment
2018,2015,3175.73,256.73,2702.34,3732.04,8099.43,1672.78,5381.89,12189.2,0.00327784,0.0135862,0.0202779,0.0408225,0.0507828,0.049575,0.0672597,0.102708,0.15001,0.175068,0.175068,0.175068,0.08529,0.16443,3786.98312,0.51871,0.83859,assessment
2018,2016,3605.87,307.989,3040.58,4276.27,14624.6,3330.56,9327.61,22929.7,0.00229936,0.00896361,0.0181103,0.0463049,0.0726574,0.088906,0.0926216,0.120166,0.180254,0.211154,0.211154,0.211154,0.10531,0.14574,4173.7994,0.7226,0.86393,assessment
2018,2017,4097.46,366.029,3428.29,4897.25,14836.3,4952.24,7744.99,28420.5,0.00268949,0.0078209,0.0184312,0.0460696,0.0672199,0.0800461,0.0952317,0.103875,0.147342,0.181721,0.181721,0.181721,0.09282,0.12984,4472.84007,0.71493,0.91608,assessment
2018,2018,4777.12,457.254,3946.54,5782.5,21598.1,9151.55,9582.1,48682.2,0.00328391,0.00784968,0.0145452,0.0342307,0.0609791,0.0792183,0.0910007,0.1049,0.136956,0.171103,0.171103,0.171103,0.08719,0.13007,4514.36093,0.67034,1.0582,assessment
2017,1970,12510.2,1277.07,10205.3,15335.6,10285.9,1808.89,7255.27,14582.5,0.000198994,0.000527783,0.00187705,0.00369085,0.0087626,0.0191197,0.0340732,0.0292072,0.0100593,0.00808237,0.00808237,0.00808237,0.01098,0.21606,5102.13549,0.05082,2.45195,benchmark
2017,1971,11616.5,1227.75,9408.63,14342.4,10010.8,1644.31,7223.49,13873.6,0.000343607,0.000895393,0.00318716,0.00575149,0.013332,0.0290061,0.0516768,0.044348,0.0153235,0.0122547,0.0122547,0.0122547,0.01672,0.21828,5021.34647,0.07659,2.31341,benchmark
2017,1972,11019.3,1182.88,8895.74,13649.9,10491.3,1609.3,7733.3,14232.8,0.000546475,0.00130501,0.00467678,0.00454071,0.0082508,0.0176694,0.032058,0.0298832,0.0120983,0.00738404,0.00738404,0.00738404,0.0111,0.22214,4634.20638,0.04996,2.37782,benchmark
2017,1973,10602.6,1141.5,8554,13141.9,11027.9,1623.91,8227.66,14781.3,0.00111852,0.00262776,0.00942211,0.00759679,0.0117692,0.0243302,0.0436688,0.0410921,0.0171305,0.00930651,0.00930651,0.00930651,0.01556,0.2198,4372.47902,0.07077,2.42485,benchmark
2017,1974,10262.1,1101.28,8284.99,12711.1,13398.1,1823.28,10218.4,17567.3,0.00327718,0.00759703,0.0271893,0.0180339,0.0201569,0.0378749,0.0659541,0.0579916,0.0218164,0.016207,0.016207,0.016207,0.02571,0.19194,4457.66989,0.13394,2.30213,benchmark
2017,1975,10056.7,1062.42,8146.12,12415.4,18680.9,2217.1,14745.9,23666,0.00109574,0.0026718,0.00956205,0.0112511,0.0225937,0.048522,0.0869148,0.0779681,0.0296141,0.0195321,0.0195321,0.0195321,0.02907,0.21979,4783.46407,0.13225,2.10239,benchmark
2017,1976,10088.4,1027.48,8233.52,12361.1,22283.3,2491.23,17831,27847.5,0.00131569,0.00321257,0.0115001,0.013695,0.0277709,0.0597678,0.107169,0.0964929,0.0368955,0.0239393,0.0239393,0.0239393,0.0358,0.22174,4756.88151,0.16146,2.1208,benchmark
2017,1977,10366.4,993.539,8561.95,12551.2,21683.1,2510.13,17214.9,27311.1,0.00969495,0.0222753,0.079791,0.0456896,0.0383975,0.0654471,0.113053,0.106211,0.0458732,0.0270256,0.0270256,0.0270256,0.05063,0.16962,4675.10782,0.29847,2.21737,benchmark
2017,1978,10655.9,959.253,8903.44,12753.4,21934.7,2518.89,17446.7,27577.2,0.00664143,0.0155174,0.0555876,0.0415218,0.0579473,0.118086,0.213175,0.19973,0.0820623,0.0514836,0.0514836,0.0514836,0.07873,0.20956,4502.75948,0.37568,2.36653,benchmark
2017,1979,10869.4,913.419,9190.53,12854.9,22030.4,2476.42,17607.3,27564.7,0.00542603,0.012761,0.0457365,0.0372079,0.0606063,0.135914,0.263639,0.268311,0.119494,0.0812096,0.0812096,0.0812096,0.09939,0.20935,5096.02156,0.47476,2.13292,benchmark
2017,1980,11233.5,855.211,9649.04,13078.1,23228.6,2597.6,18586.3,29030.5,0.00651452,0.0151434,0.0542937,0.037841,0.0520459,0.113435,0.215026,0.216067,0.101722,0.0668417,0.0668417,0.0668417,0.08438,0.20108,5010.20339,0.41967,2.24212,benchmark
2017,1981,11251.5,788.678,9781.36,12942.5,28483.5,3020.75,23053.4,35192.7,0.00538145,0.0154433,0.0580147,0.0465313,0.0791368,0.178725,0.339663,0.347642,0.165409,0.0953517,0.0953517,0.0953517,0.12683,0.21778,4897.25827,0.5824,2.2975,benchmark
2017,1982,10582.2,712.081,9251.12,12104.8,32576.9,3372.01,26499.8,40047.6,0.00363477,0.00707861,0.0255061,0.046863,0.124094,0.299622,0.581426,0.598528,0.285082,0.188352,0.188352,0.188352,0.21141,0.24179,5113.52081,0.87435,2.06946,benchmark
2017,1983,10666.7,632.544,9474.79,12008.7,27305,3206.53,21606.8,34506.1,0.00132501,0.00450106,0.0191523,0.030296,0.0840291,0.213966,0.424309,0.461617,0.250694,0.171889,0.171889,0.171889,0.16713,0.20657,6049.39184,0.80906,1.76328,benchmark
2017,1984,10607.8,567.994,9531.22,11805.9,44031.6,4176.9,36437.9,53207.8,0.00180026,0.0078165,0.0306106,0.0566771,0.121385,0.2892,0.58434,0.66077,0.372189,0.287566,0.287566,0.287566,0.24896,0.21831,5872.63023,1.14036,1.80631,benchmark
2017,1985,11018.2,516.367,10032.9,12100.3,52920.4,4657.26,44394.6,63083.5,0.00136669,0.00526502,0.0201271,0.0472951,0.107612,0.255744,0.524201,0.610773,0.380441,0.277494,0.277494,0.277494,0.23211,0.21478,6104.94669,1.08067,1.8048,benchmark
2017,1986,12384.4,483.165,11455.2,13389.1,28723.6,3732.84,22173.4,37208.9,0.000698825,0.00263927,0.00911927,0.0250229,0.0646161,0.163404,0.390783,0.542293,0.37149,0.265746,0.265746,0.265746,0.19728,0.18068,7368.78732,1.09182,1.68066,benchmark
2017,1987,13657.9,474.34,12741.7,14640,25451.2,3767.35,18959.8,34165.1,0.00129364,0.00614041,0.0192253,0.0435094,0.081799,0.175272,0.41381,0.623744,0.504427,0.391417,0.391417,0.391417,0.25362,0.18813,7337.65068,1.34811,1.86135,benchmark
2017,1988,13968.9,474.676,13051.3,14951,30179.8,4194.77,22885.8,39798.5,0.00264274,0.015581,0.0313231,0.060862,0.113415,0.186266,0.361807,0.613905,0.658042,0.579666,0.579666,0.579666,0.31524,0.23826,6568.0168,1.32309,2.12681,benchmark
2017,1989,13632.8,471.873,12721.2,14609.6,27437.2,3964.72,20581.4,36576.7,0.00284483,0.0150686,0.0354094,0.0550855,0.113271,0.20666,0.320144,0.470311,0.597502,0.647893,0.647893,0.647893,0.31333,0.25498,6456.25208,1.22886,2.11156,benchmark
2017,1990,13143.4,467.241,12241.7,14111.6,29742.3,3896.15,22912.6,38607.6,0.00283379,0.0112401,0.0372581,0.0601151,0.0994228,0.185326,0.304659,0.423354,0.545151,0.672665,0.672665,0.672665,0.30728,0.26696,6419.95249,1.15104,2.04728,benchmark
2017,1991,12387.8,456.195,11508.5,13334.3,20981.7,3070.15,15682.5,28071.4,0.00271548,0.0106128,0.0343227,0.0619225,0.0950279,0.172793,0.320145,0.504428,0.629576,0.793792,0.793792,0.793792,0.35108,0.32462,5999.30671,1.08151,2.06487,benchmark
2017,1992,11464.1,436.376,10624,12370.6,21462.4,2867.33,16449.4,28003.1,0.00279377,0.0116316,0.0381658,0.0666124,0.1107,0.176643,0.27695,0.505554,0.753373,1.03052,1.03052,1.03052,0.4195,0.29303,6739.55589,1.43157,1.70102,benchmark
2017,1993,10547.8,414.478,9750.88,11409.9,15770.3,2248.39,11874.8,20943.7,0.00373895,0.0208369,0.0674142,0.0964813,0.139267,0.194989,0.273441,0.395852,0.632378,1.0284,1.0284,1.0284,0.40913,0.24428,7074.99698,1.67486,1.49086,benchmark
2017,1994,8933.86,373.51,8217.52,9712.65,15328,2134.73,11617.1,20224.3,0.0045915,0.024598,0.0815599,0.14231,0.212092,0.287388,0.360384,0.509984,0.853438,1.2189,1.2189,1.2189,0.51109,0.22496,7144.32346,2.27189,1.25048,benchmark
2017,1995,6590.15,315.2,5989.29,7251.29,19658.8,2346.39,15497.1,24938,0.00995318,0.0564048,0.187878,0.295055,0.394712,0.509311,0.572883,0.67516,0.980841,1.39979,1.39979,1.39979,0.6568,0.19972,6778.27313,3.28857,0.97225,benchmark
2017,1996,4711.61,262.537,4215.1,5266.61,21664,2384.97,17394.2,26981.9,0.0140236,0.084383,0.239379,0.406138,0.575471,0.627805,0.622619,0.684744,0.880387,1.17324,1.17324,1.17324,0.63789,0.16838,6875.67289,3.78845,0.68526,benchmark
2017,1997,3592.56,219.203,3180.21,4058.37,28426.2,2557.73,23753.2,34018.5,0.0161066,0.101087,0.279828,0.551071,0.758172,0.707134,0.606433,0.646662,0.858184,1.11542,1.11542,1.11542,0.65591,0.15867,6774.44056,4.1337,0.53031,benchmark
2017,1998,3694.1,206.298,3304,4130.26,26465.4,2376.93,22122,31661.5,0.0137388,0.0855624,0.16935,0.380462,0.454419,0.421708,0.371911,0.392113,0.497708,0.630085,0.630085,0.630085,0.38977,0.14854,6957.18109,2.62405,0.53098,benchmark
2017,1999,4468.96,215.77,4057.83,4921.75,31030.8,2476.02,26460.4,36390.7,0.00742805,0.0455957,0.120275,0.255957,0.309711,0.291997,0.251819,0.254333,0.3152,0.402224,0.402224,0.402224,0.25492,0.1417,7177.10325,1.79902,0.62267,benchmark
2017,2000,5495,229.758,5054.36,5974.06,32144,2491.67,27534.1,37525.6,0.0115522,0.0539834,0.0877539,0.206601,0.278914,0.255333,0.205029,0.196031,0.234469,0.291706,0.291706,0.291706,0.2004,0.15081,6527.96141,1.32885,0.84176,benchmark
2017,2001,6186.55,232.781,5738.23,6669.9,21083,1791.51,17793.3,24980.8,0.0289875,0.13193,0.159121,0.226244,0.360883,0.33847,0.261823,0.244269,0.287108,0.354343,0.354343,0.354343,0.25849,0.14489,6473.42029,1.78405,0.95568,benchmark
2017,2002,6801.83,227.388,6362.05,7272.02,14491.3,1348.96,12034.5,17449.7,0.00893211,0.0301439,0.0728427,0.153796,0.262675,0.293328,0.253303,0.249902,0.312087,0.399332,0.399332,0.399332,0.23625,0.15342,7148.82159,1.53987,0.95146,benchmark
2017,2003,7057.04,215.66,6638.73,7501.71,8384.69,979.801,6642.49,10583.8,0.0137959,0.0501638,0.0843099,0.13823,0.232047,0.286569,0.260848,0.252109,0.319077,0.401174,0.401174,0.401174,0.23672,0.15706,6996.49352,1.50721,1.00865,benchmark
2017,2004,6687.36,196.725,6305.34,7092.52,8271.72,968.97,6549.28,10447.2,0.0125095,0.0372056,0.0884012,0.137817,0.21465,0.310793,0.306854,0.29406,0.362377,0.423492,0.423492,0.423492,0.25293,0.16865,6727.66224,1.49971,0.99401,benchmark
2017,2005,5947.42,174.208,5609.09,6306.17,6384.44,785.934,4995.74,8159.16,0.0125942,0.0428312,0.0939775,0.13277,0.183047,0.312765,0.321537,0.30943,0.364869,0.407549,0.407549,0.407549,0.24971,0.17579,6475.14179,1.42045,0.9185,benchmark
2017,2006,4914.57,150.396,4622.86,5224.68,7435.4,697.971,6165.2,8967.29,0.0182211,0.086591,0.156703,0.18763,0.195592,0.295665,0.39675,0.400114,0.476421,0.506645,0.506645,0.506645,0.31114,0.18813,5976.42187,1.65387,0.82233,benchmark
2017,2007,3688.03,126.748,3443.12,3950.36,4974.87,579.176,3944.58,6274.27,0.0169491,0.0794061,0.229061,0.268586,0.267733,0.31978,0.431005,0.550724,0.638247,0.702728,0.702728,0.702728,0.40914,0.19762,5855.28156,2.0703,0.62986,benchmark
2017,2008,2733.1,111.778,2518.53,2965.95,4483.02,568.663,3482.02,5771.79,0.0175251,0.0925867,0.22019,0.27062,0.27901,0.3636,0.4316,0.530674,0.639369,0.732371,0.732371,0.732371,0.42019,0.1872,6148.77413,2.24463,0.44449,benchmark
2017,2009,1868.63,101.003,1677.29,2081.8,8344.47,969.243,6619.82,10518.4,0.0142361,0.0629597,0.161535,0.323266,0.385347,0.546393,0.632314,0.741109,0.836533,0.945932,0.945932,0.945932,0.54512,0.18718,6433.90093,2.91227,0.29044,benchmark
