ANO,MACROZONA,Zone,TRIMESTRE,GRUPO_EDAD,CAPT,PORC,L_PR,VAR,P_PR,CAPT_TON,PORC_TON,Method
1980,1,N_Chile,1,2,510.428,0.206,27.845,0.131,0.225,115.032,0.11,validacion
1980,1,N_Chile,1,3,22674.423,9.146,30.033,1.423,0.289,6558.027,6.248,validacion
1980,1,N_Chile,1,4,61080.227,24.637,31.748,2.518,0.347,21208.269,20.204,validacion
1980,1,N_Chile,1,5,96043.11,38.74,34.43,2.942,0.451,43332.656,41.281,validacion
1980,1,N_Chile,1,6,55292.541,22.303,35.458,1.498,0.494,27310.636,26.018,validacion
1980,1,N_Chile,1,7,12303.411,4.963,36.061,2.396,0.523,6431.784,6.127,validacion
1980,1,N_Chile,1,8,11.798,0.005,45,0,1.062,12.532,0.012,validacion
1980,1,N_Chile,2,1,2538.301,0.786,26.066,4.937,0.182,461.563,0.416,validacion
1980,1,N_Chile,2,2,27066.231,8.386,27.321,2.263,0.208,5626.004,5.072,validacion
1980,1,N_Chile,2,3,57236.327,17.733,28.991,1.535,0.249,14278.923,12.873,validacion
1980,1,N_Chile,2,4,72539.74,22.475,30.83,2.508,0.303,22013.708,19.846,validacion
1980,1,N_Chile,2,5,75436.348,23.372,33.56,2.972,0.396,29888.093,26.945,validacion
1980,1,N_Chile,2,6,77233.931,23.929,34.608,2.273,0.435,33621.843,30.311,validacion
1980,1,N_Chile,2,7,10708.137,3.318,35.437,3.127,0.47,5031.645,4.536,validacion
1980,1,N_Chile,3,2,1077.9,16.714,29.222,0.173,0.248,267.086,14.871,validacion
1980,1,N_Chile,3,3,2201.864,34.143,30.084,1.098,0.269,591.536,32.937,validacion
1980,1,N_Chile,3,4,2420.668,37.536,30.764,0.804,0.285,690.275,38.434,validacion
1980,1,N_Chile,3,5,613.42,9.512,32.412,1.942,0.329,201.882,11.241,validacion
1980,1,N_Chile,3,6,135.121,2.095,32.636,0.868,0.335,45.2,2.517,validacion
1980,1,N_Chile,4,3,1198.184,3.446,33.375,0.625,0.462,553.248,3.156,validacion
1980,1,N_Chile,4,4,13597.805,39.111,34.499,1.495,0.495,6737.691,38.436,validacion
1980,1,N_Chile,4,5,16346.206,47.017,34.917,2.556,0.509,8315.494,47.437,validacion
1980,1,N_Chile,4,6,3624.66,10.426,35.626,2.374,0.531,1923.019,10.97,validacion
1981,1,N_Chile,1,2,3135.281,1.802,27.665,3.9,0.224,703.751,0.843,validacion
1981,1,N_Chile,1,3,15403.839,8.855,29.889,1.662,0.286,4403.762,5.277,validacion
1981,1,N_Chile,1,4,34699.089,19.947,32.932,3.486,0.395,13704.38,16.422,validacion
1981,1,N_Chile,1,5,51952.381,29.866,35.175,2.106,0.488,25331.12,30.355,validacion
1981,1,N_Chile,1,6,54392.185,31.268,36.452,2.136,0.548,29804.805,35.716,validacion
1981,1,N_Chile,1,7,10289.682,5.915,38.33,2.256,0.646,6647.139,7.965,validacion
1981,1,N_Chile,1,8,4080.947,2.346,39.239,3.506,0.7,2854.902,3.421,validacion
1981,1,N_Chile,2,1,1984.992,0.273,27.637,0.923,0.216,428.754,0.155,validacion
1981,1,N_Chile,2,2,50565.641,6.954,28.025,2.678,0.227,11476.977,4.137,validacion
1981,1,N_Chile,2,3,87988.268,12.1,29.46,3.332,0.265,23304.859,8.401,validacion
1981,1,N_Chile,2,4,149490.407,20.558,31.852,4.112,0.337,50326.71,18.142,validacion
1981,1,N_Chile,2,5,273787.79,37.652,34.026,3.017,0.41,112333.103,40.495,validacion
1981,1,N_Chile,2,6,131659.743,18.106,35.553,3.488,0.47,61830.289,22.289,validacion
1981,1,N_Chile,2,7,28952.918,3.982,37.413,3.083,0.548,15868.498,5.72,validacion
1981,1,N_Chile,2,8,2724.348,0.375,40.007,2.844,0.672,1831.205,0.66,validacion
1981,1,N_Chile,3,1,3395.77,6.453,27.362,1.491,0.2,679.303,2.789,validacion
1981,1,N_Chile,3,2,11623.396,22.088,28.904,1.364,0.239,2779.927,11.413,validacion
1981,1,N_Chile,3,3,5759.563,10.945,29.939,1.775,0.269,1548.116,6.356,validacion
1981,1,N_Chile,3,4,5111.362,9.713,31.308,2.055,0.311,1591.758,6.535,validacion
1981,1,N_Chile,3,5,7499.094,14.25,36.808,8.817,0.538,4037.084,16.575,validacion
1981,1,N_Chile,3,6,8838.513,16.796,39.208,5.138,0.655,5786.872,23.759,validacion
1981,1,N_Chile,3,7,7815.849,14.852,40.601,4.117,0.732,5720.727,23.487,validacion
1981,1,N_Chile,3,8,2580.091,4.903,42.614,4.362,0.858,2212.836,9.085,validacion
1981,1,N_Chile,4,2,7233.066,10.369,30.365,1.16,0.299,2160.318,8.224,validacion
1981,1,N_Chile,4,3,28034.157,40.19,32.038,2.619,0.363,10188.143,38.785,validacion
1981,1,N_Chile,4,4,28245.404,40.493,32.893,2.662,0.399,11266.828,42.891,validacion
1981,1,N_Chile,4,5,5359.103,7.683,32.677,4.435,0.393,2103.991,8.01,validacion
1981,1,N_Chile,4,6,543.238,0.779,36,0,0.544,295.315,1.124,validacion
1981,1,N_Chile,4,7,339.019,0.486,39.372,0.606,0.748,253.735,0.966,validacion
1982,1,N_Chile,1,1,286.939,0.061,22.5,0.25,0.119,34.109,0.017,validacion
1982,1,N_Chile,1,2,12687.175,2.703,25.545,3.514,0.177,2241.847,1.14,validacion
1982,1,N_Chile,1,3,20251.313,4.315,30.184,3.69,0.291,5887.822,2.994,validacion
1982,1,N_Chile,1,4,73062.284,15.566,32.37,2.873,0.357,26110.772,13.278,validacion
1982,1,N_Chile,1,5,166118.402,35.392,33.916,3.027,0.411,68285.694,34.726,validacion
1982,1,N_Chile,1,6,146281.784,31.166,35.314,2.981,0.464,67852.206,34.506,validacion
1982,1,N_Chile,1,7,44206.44,9.418,36.423,3.778,0.51,22533.326,11.459,validacion
1982,1,N_Chile,1,8,6294.645,1.341,37.694,4.005,0.565,3557.093,1.809,validacion
1982,1,N_Chile,1,9,177.768,0.038,42,0,0.776,137.903,0.07,validacion
1982,1,N_Chile,2,0,38.96,0.002,18,0,0.058,2.242,0,validacion
1982,1,N_Chile,2,1,8601.868,0.507,25.226,6.018,0.164,1411.243,0.281,validacion
1982,1,N_Chile,2,2,316698.021,18.657,26.808,1.599,0.193,61099.126,12.176,validacion
1982,1,N_Chile,2,3,286328.796,16.868,28.472,1.871,0.231,66278.04,13.208,validacion
1982,1,N_Chile,2,4,380492.578,22.415,30.816,2.243,0.294,111859.784,22.292,validacion
1982,1,N_Chile,2,5,390957.574,23.031,32.224,1.914,0.336,131336.017,26.173,validacion
1982,1,N_Chile,2,6,203833.468,12.008,34.051,2.251,0.397,80909.9,16.124,validacion
1982,1,N_Chile,2,7,89943.216,5.299,35.161,1.894,0.437,39282.876,7.828,validacion
1982,1,N_Chile,2,8,20438.772,1.204,35.911,1.783,0.465,9510.092,1.895,validacion
1982,1,N_Chile,2,9,161.598,0.01,41.03,2.029,0.695,112.389,0.022,validacion
1982,1,N_Chile,3,1,611.26,0.343,26.431,0.499,0.184,112.587,0.217,validacion
1982,1,N_Chile,3,2,11555.706,6.478,27.271,1.43,0.202,2339.205,4.518,validacion
1982,1,N_Chile,3,3,37741.927,21.158,29.082,2.28,0.245,9232.118,17.83,validacion
1982,1,N_Chile,3,4,50228.729,28.158,30.364,1.879,0.277,13906.056,26.857,validacion
1982,1,N_Chile,3,5,54449.916,30.525,31.683,2.075,0.313,17062.507,32.954,validacion
1982,1,N_Chile,3,6,18117.44,10.157,33.539,2.29,0.37,6699.846,12.94,validacion
1982,1,N_Chile,3,7,4946.805,2.773,34.973,2.745,0.418,2067.531,3.993,validacion
1982,1,N_Chile,3,8,727.958,0.408,36.997,1.794,0.491,357.474,0.69,validacion
1983,1,N_Chile,1,3,251.295,2.359,29.134,1.03,0.243,60.991,1.494,validacion
1983,1,N_Chile,1,4,1910.714,17.935,31.332,1.159,0.301,574.591,14.078,validacion
1983,1,N_Chile,1,5,3205.524,30.088,32.984,2.514,0.351,1125.147,27.568,validacion
1983,1,N_Chile,1,6,4065.886,38.164,35.347,2.902,0.43,1750.122,42.88,validacion
1983,1,N_Chile,1,7,984.448,9.24,36.134,2.308,0.459,451.436,11.061,validacion
1983,1,N_Chile,1,8,200.367,1.881,37.229,2.528,0.501,100.352,2.459,validacion
1983,1,N_Chile,1,9,35.474,0.333,38,0,0.529,18.775,0.46,validacion
1983,1,N_Chile,2,1,56.628,0.028,24,0,0.139,7.871,0.013,validacion
1983,1,N_Chile,2,2,5028.568,2.509,27.141,1.31,0.199,999.863,1.614,validacion
1983,1,N_Chile,2,3,22821.595,11.385,28.313,1.307,0.224,5121.451,8.27,validacion
1983,1,N_Chile,2,4,62441.507,31.15,30.149,1.672,0.269,16793.238,27.116,validacion
1983,1,N_Chile,2,5,64957.389,32.405,32.395,2.852,0.331,21524.298,34.756,validacion
1983,1,N_Chile,2,6,37459.951,18.688,34.01,3.186,0.381,14274.367,23.049,validacion
1983,1,N_Chile,2,7,7114.927,3.549,35.066,2.66,0.415,2955.56,4.772,validacion
1983,1,N_Chile,2,8,572.524,0.286,35.917,0.993,0.443,253.821,0.41,validacion
1983,1,N_Chile,3,1,7345.007,1.822,23.504,4.99,0.119,875.943,0.702,validacion
1983,1,N_Chile,3,2,50865.91,12.618,26.929,4.223,0.183,9285.531,7.445,validacion
1983,1,N_Chile,3,3,73361.971,18.199,29.13,2.215,0.232,17043.967,13.666,validacion
1983,1,N_Chile,3,4,89994.699,22.325,31.133,4.656,0.29,26083.149,20.914,validacion
1983,1,N_Chile,3,5,106145.916,26.331,33.346,5.01,0.361,38312.787,30.721,validacion
1983,1,N_Chile,3,6,62254.386,15.443,35.19,3.803,0.427,26576.787,21.31,validacion
1983,1,N_Chile,3,7,12582.519,3.121,36.933,2.018,0.496,6238.402,5.002,validacion
1983,1,N_Chile,3,8,568.743,0.141,37.579,1.033,0.523,297.349,0.238,validacion
1983,1,N_Chile,4,1,561.537,0.358,25.577,2.588,0.15,84.153,0.134,validacion
1983,1,N_Chile,4,2,10106.585,6.451,28.708,1.213,0.229,2310.657,3.674,validacion
1983,1,N_Chile,4,3,32761.619,20.91,30.47,1.796,0.287,9396.671,14.94,validacion
1983,1,N_Chile,4,4,56000.569,35.742,32.913,3.752,0.387,21646.941,34.417,validacion
1983,1,N_Chile,4,5,39068.896,24.936,35.163,2.247,0.492,19212.495,30.546,validacion
1983,1,N_Chile,4,6,14567.165,9.297,36.368,1.939,0.557,8118.877,12.908,validacion
1983,1,N_Chile,4,7,3612.481,2.306,36.906,1.913,0.589,2127.154,3.382,validacion
1984,1,N_Chile,1,1,81.121,0.018,22,0,0.116,9.379,0.006,validacion
1984,1,N_Chile,1,2,74430.989,16.974,24.894,0.889,0.17,12649.061,7.954,validacion
1984,1,N_Chile,1,3,53385.712,12.174,27.777,4.433,0.241,12888.833,8.105,validacion
1984,1,N_Chile,1,4,81100.326,18.495,30.866,2.442,0.331,26823.711,16.867,validacion
1984,1,N_Chile,1,5,108076.983,24.646,33.201,3.925,0.415,44888.123,28.226,validacion
1984,1,N_Chile,1,6,89426.107,20.393,35.026,3.79,0.489,43729.679,27.497,validacion
1984,1,N_Chile,1,7,30338.952,6.919,36.583,5.728,0.561,17026.888,10.707,validacion
1984,1,N_Chile,1,8,1668.68,0.381,37.678,2.363,0.61,1017.088,0.64,validacion
1984,1,N_Chile,2,1,20771.75,1.751,24.501,2.185,0.162,3356.003,1.012,validacion
1984,1,N_Chile,2,2,504664.657,42.552,25.14,1.762,0.174,87987.478,26.533,validacion
1984,1,N_Chile,2,3,131839.424,11.116,27.845,2.249,0.238,31428.845,9.477,validacion
1984,1,N_Chile,2,4,139568.929,11.768,30.776,1.147,0.322,44944.774,13.553,validacion
1984,1,N_Chile,2,5,183009.158,15.431,32.605,2.465,0.386,70555.898,21.276,validacion
1984,1,N_Chile,2,6,163814.87,13.813,34.064,2.813,0.441,72223.334,21.779,validacion
1984,1,N_Chile,2,7,41351.41,3.487,35.418,3.022,0.497,20539.363,6.194,validacion
1984,1,N_Chile,2,8,968.737,0.082,37.718,1.278,0.599,580.498,0.175,validacion
1984,1,N_Chile,3,1,25657.171,4.747,24.777,1.335,0.153,3937.713,2.538,validacion
1984,1,N_Chile,3,2,149350.672,27.633,25.626,2.989,0.172,25706.417,16.568,validacion
1984,1,N_Chile,3,3,73034.791,13.513,28.446,3.485,0.239,17481.32,11.267,validacion
1984,1,N_Chile,3,4,81868.235,15.147,31.152,2.048,0.317,25934.332,16.715,validacion
1984,1,N_Chile,3,5,99138.667,18.343,32.458,2.839,0.362,35839.031,23.098,validacion
1984,1,N_Chile,3,6,86643.369,16.031,33.498,2.915,0.399,34598.605,22.299,validacion
1984,1,N_Chile,3,7,23356.39,4.321,35.238,4.415,0.47,10984.748,7.08,validacion
1984,1,N_Chile,3,8,1434.286,0.265,35.428,0.245,0.473,678.3,0.437,validacion
1984,1,N_Chile,4,2,1997.78,14.76,27.104,1.675,0.217,434.022,10.241,validacion
1984,1,N_Chile,4,3,7379.303,54.52,30.575,1.538,0.315,2325.413,54.871,validacion
1984,1,N_Chile,4,4,3707.316,27.39,31.395,2.157,0.343,1270.472,29.978,validacion
1984,1,N_Chile,4,5,333.214,2.462,34.291,0.207,0.448,149.192,3.52,validacion
1984,1,N_Chile,4,6,117.525,0.868,35.521,1.292,0.501,58.862,1.389,validacion
1985,1,N_Chile,1,2,115303.626,15.331,25.576,2.665,0.198,22886.731,8.913,validacion
1985,1,N_Chile,1,3,141691.557,18.84,29.474,1.036,0.294,41709.682,16.244,validacion
1985,1,N_Chile,1,4,246331.915,32.753,31.326,1.556,0.35,86252.612,33.591,validacion
1985,1,N_Chile,1,5,181149.05,24.086,32.931,2.042,0.404,73119.767,28.476,validacion
1985,1,N_Chile,1,6,54750.912,7.28,34.728,2.766,0.47,25714.252,10.014,validacion
1985,1,N_Chile,1,7,11255.249,1.497,36.597,3.709,0.545,6138.996,2.391,validacion
1985,1,N_Chile,1,8,1610.282,0.214,37.698,1.819,0.591,951.498,0.371,validacion
1985,1,N_Chile,2,1,18011.095,2.617,26.805,1.921,0.209,3760.847,1.837,validacion
1985,1,N_Chile,2,2,152087.487,22.098,26.95,1.801,0.212,32278.857,15.769,validacion
1985,1,N_Chile,2,3,227867.224,33.109,28.857,1.46,0.263,59825.005,29.227,validacion
1985,1,N_Chile,2,4,177439.986,25.782,31.236,1.42,0.336,59706.714,29.169,validacion
1985,1,N_Chile,2,5,86211.842,12.527,33.243,2.376,0.41,35367.266,17.278,validacion
1985,1,N_Chile,2,6,22818.485,3.316,35.559,3.626,0.508,11597.873,5.666,validacion
1985,1,N_Chile,2,7,3792.875,0.551,36.867,3.034,0.568,2155.226,1.053,validacion
1985,1,N_Chile,3,1,113.649,0.765,28,0,0.255,28.992,0.565,validacion
1985,1,N_Chile,3,2,1725.779,11.621,28.615,0.783,0.271,468.028,9.128,validacion
1985,1,N_Chile,3,3,4605.514,31.013,30.043,2.251,0.311,1430.701,27.902,validacion
1985,1,N_Chile,3,4,6700.442,45.12,32.101,2.066,0.371,2488.955,48.54,validacion
1985,1,N_Chile,3,5,1578.456,10.629,33.496,0.922,0.416,656.341,12.8,validacion
1985,1,N_Chile,3,6,126.276,0.85,34,0,0.432,54.576,1.064,validacion
1986,1,N_Chile,1,1,6315.929,7.294,18.65,0.924,0.078,495.674,1.552,validacion
1986,1,N_Chile,1,2,10082.124,11.644,24.148,7.801,0.167,1686.279,5.281,validacion
1986,1,N_Chile,1,3,7915.404,9.141,29.233,1.814,0.279,2207.548,6.914,validacion
1986,1,N_Chile,1,4,16122.945,18.62,31.973,2.273,0.359,5792.255,18.141,validacion
1986,1,N_Chile,1,5,28109.024,32.463,34.259,2.059,0.436,12258.781,38.394,validacion
1986,1,N_Chile,1,6,13822.818,15.964,36.328,3.161,0.516,7125.909,22.318,validacion
1986,1,N_Chile,1,7,4014.736,4.637,37.155,5.604,0.552,2214.891,6.937,validacion
1986,1,N_Chile,1,8,205.989,0.238,40.779,5.447,0.716,147.513,0.462,validacion
1986,1,N_Chile,2,2,257.317,3.814,26.407,3.353,0.209,53.847,2.232,validacion
1986,1,N_Chile,2,3,756.702,11.215,29.356,1.537,0.274,207.221,8.588,validacion
1986,1,N_Chile,2,4,1866.705,27.665,31.649,1.998,0.333,621.835,25.773,validacion
1986,1,N_Chile,2,5,2776.674,41.152,33.243,2.381,0.379,1051.297,43.572,validacion
1986,1,N_Chile,2,6,986.381,14.619,35.043,1.491,0.433,427.52,17.719,validacion
1986,1,N_Chile,2,7,103.642,1.536,36.828,0.97,0.493,51.057,2.116,validacion
1986,1,N_Chile,3,3,64.193,1.536,32.656,0.664,0.376,24.148,1.01,validacion
1986,1,N_Chile,3,4,222.154,5.315,36.14,4.216,0.487,108.249,4.526,validacion
1986,1,N_Chile,3,5,704.39,16.852,36.151,3.958,0.487,343.342,14.354,validacion
1986,1,N_Chile,3,6,2809.419,67.212,39.161,2.462,0.594,1668.733,69.766,validacion
1986,1,N_Chile,3,7,379.794,9.086,40.652,1.618,0.651,247.431,10.345,validacion
1986,1,N_Chile,4,0,847.988,32.212,20.477,1.595,0.093,78.61,27.987,validacion
1986,1,N_Chile,4,1,1285.726,48.84,21.538,1.859,0.106,136.584,48.627,validacion
1986,1,N_Chile,4,2,472.478,17.948,22.193,1.11,0.115,54.186,19.292,validacion
1986,1,N_Chile,4,4,26.351,1.001,36.5,2.25,0.436,11.5,4.094,validacion
1987,1,N_Chile,1,1,22670.073,6.358,20.333,1.432,0.091,2068.943,3.893,validacion
1987,1,N_Chile,1,2,308362.515,86.476,23.066,2.002,0.133,40967.736,77.094,validacion
1987,1,N_Chile,1,3,7600.86,2.132,28.585,4.463,0.253,1919.446,3.612,validacion
1987,1,N_Chile,1,4,6307.819,1.769,32.983,2.914,0.383,2417.35,4.549,validacion
1987,1,N_Chile,1,5,8136.055,2.282,35.466,2.205,0.474,3858.295,7.261,validacion
1987,1,N_Chile,1,6,3184.949,0.893,36.92,5.307,0.538,1712.385,3.222,validacion
1987,1,N_Chile,1,7,227.486,0.064,38.421,0.244,0.599,136.194,0.256,validacion
1987,1,N_Chile,1,8,95.693,0.027,39,0,0.626,59.867,0.113,validacion
1987,1,N_Chile,2,1,16269.099,4.039,21.735,2.612,0.114,1853.316,2.823,validacion
1987,1,N_Chile,2,2,337846.201,83.87,22.978,2.003,0.133,44966.588,68.502,validacion
1987,1,N_Chile,2,3,6189.343,1.536,27.421,5.218,0.223,1382.393,2.106,validacion
1987,1,N_Chile,2,4,13828.728,3.433,31.904,2.445,0.341,4720.298,7.191,validacion
1987,1,N_Chile,2,5,17778.391,4.413,34.142,3.683,0.416,7392.438,11.262,validacion
1987,1,N_Chile,2,6,9057.548,2.249,35.931,1.891,0.48,4343.23,6.616,validacion
1987,1,N_Chile,2,7,1212.993,0.301,37.266,0.811,0.531,644.598,0.982,validacion
1987,1,N_Chile,2,8,638.708,0.159,37.314,0.216,0.533,340.285,0.518,validacion
1987,1,N_Chile,3,0,44.636,0.095,21,0,0.102,4.543,0.05,validacion
1987,1,N_Chile,3,1,10181.645,21.613,23.486,1.181,0.141,1439.221,15.958,validacion
1987,1,N_Chile,3,2,22162.5,47.044,24.469,3.037,0.16,3553.62,39.402,validacion
1987,1,N_Chile,3,3,7747.536,16.446,27.043,3.305,0.214,1655.084,18.351,validacion
1987,1,N_Chile,3,4,4613.07,9.792,30.579,4.242,0.304,1404.633,15.574,validacion
1987,1,N_Chile,3,5,1443.299,3.064,33.302,3.2,0.388,559.539,6.204,validacion
1987,1,N_Chile,3,6,917.213,1.947,34.799,2.014,0.439,402.334,4.461,validacion
1987,1,N_Chile,4,0,2021.393,0.278,19.1,0.69,0.079,159.276,0.103,validacion
1987,1,N_Chile,4,1,174949.164,24.026,24.847,2.209,0.173,30268.382,19.647,validacion
1987,1,N_Chile,4,2,380746.943,52.288,26.704,2.444,0.214,81564.326,52.942,validacion
1987,1,N_Chile,4,3,153074.554,21.022,27.674,2.431,0.238,36432.233,23.648,validacion
1987,1,N_Chile,4,4,16691.27,2.292,30.431,6.263,0.319,5322.648,3.455,validacion
1987,1,N_Chile,4,5,676.455,0.093,34.391,0.238,0.45,304.405,0.198,validacion
1987,1,N_Chile,4,6,19.632,0.003,37,0,0.559,10.972,0.007,validacion
1988,1,N_Chile,3,1,868.806,7.034,25.033,2.496,0.174,151.495,4.455,validacion
1988,1,N_Chile,3,2,3523.535,28.529,26.602,2.808,0.209,736.846,21.669,validacion
1988,1,N_Chile,3,3,4252.875,34.434,28.251,2.974,0.25,1063.704,31.281,validacion
1988,1,N_Chile,3,4,2541.293,20.576,30.934,6.814,0.331,841.953,24.76,validacion
1988,1,N_Chile,3,5,780.796,6.322,35.093,3.805,0.477,372.739,10.961,validacion
1988,1,N_Chile,3,6,353.105,2.859,38.028,0.856,0.602,212.743,6.256,validacion
1988,1,N_Chile,3,7,30.46,0.247,39.785,0.954,0.69,21.005,0.618,validacion
1988,1,N_Chile,4,1,587.41,0.233,25,0,0.183,107.437,0.165,validacion
1988,1,N_Chile,4,2,40783.961,16.164,26.495,0.971,0.214,8734.322,13.396,validacion
1988,1,N_Chile,4,3,139224.756,55.181,28.092,1.701,0.251,34908.19,53.541,validacion
1988,1,N_Chile,4,4,67548.688,26.773,29.846,1.713,0.294,19891.491,30.509,validacion
1988,1,N_Chile,4,5,3922.846,1.555,32.169,7.267,0.364,1426.388,2.188,validacion
1988,1,N_Chile,4,6,238.337,0.094,37.783,0.547,0.55,131.11,0.201,validacion
1989,1,N_Chile,1,2,24465.485,4.926,25.188,2.032,0.197,4831.765,3.514,validacion
1989,1,N_Chile,1,3,212023.52,42.687,27.383,1.493,0.248,52532.174,38.2,validacion
1989,1,N_Chile,1,4,202371.867,40.744,28.947,2.341,0.289,58523.372,42.557,validacion
1989,1,N_Chile,1,5,48386.343,9.742,30.908,3.255,0.347,16780.404,12.202,validacion
1989,1,N_Chile,1,6,7224.772,1.455,34.786,4.955,0.481,3473.07,2.526,validacion
1989,1,N_Chile,1,7,1822.944,0.367,38.109,3.046,0.615,1120.841,0.815,validacion
1989,1,N_Chile,1,8,257.23,0.052,38.176,3.969,0.619,159.157,0.116,validacion
1989,1,N_Chile,1,9,139.93,0.028,40,0,0.699,97.793,0.071,validacion
1989,1,N_Chile,2,1,1165.857,0.642,23.531,13.087,0.162,188.601,0.396,validacion
1989,1,N_Chile,2,2,25058.393,13.796,24.666,7.284,0.179,4485.477,9.418,validacion
1989,1,N_Chile,2,3,85344.154,46.987,27.868,1.383,0.243,20729.144,43.525,validacion
1989,1,N_Chile,2,4,55267.14,30.428,29.666,1.926,0.288,15892.873,33.371,validacion
1989,1,N_Chile,2,5,9188.774,5.059,32.627,2.649,0.372,3414.235,7.169,validacion
1989,1,N_Chile,2,6,3586.899,1.975,36.999,1.988,0.52,1864.138,3.914,validacion
1989,1,N_Chile,2,7,1356.701,0.747,37.051,0.149,0.52,705.569,1.481,validacion
1989,1,N_Chile,2,8,666.896,0.367,37,0,0.518,345.47,0.725,validacion
1989,1,N_Chile,3,1,1541.755,2.257,21.851,10.426,0.119,182.951,1.103,validacion
1989,1,N_Chile,3,2,17239.573,25.233,25.072,7.931,0.175,3020.751,18.219,validacion
1989,1,N_Chile,3,3,22975.55,33.629,27.827,1.671,0.233,5351.114,32.274,validacion
1989,1,N_Chile,3,4,24660.034,36.094,30.044,1.065,0.293,7223.343,43.566,validacion
1989,1,N_Chile,3,5,1860.387,2.723,33.775,0.815,0.417,775.844,4.679,validacion
1989,1,N_Chile,3,6,43.968,0.064,38,0,0.595,26.151,0.158,validacion
1989,1,N_Chile,4,2,7859.873,8.718,28.341,0.781,0.269,2111.583,7.027,validacion
1989,1,N_Chile,4,3,34564.801,38.339,30.235,1.433,0.314,10850.859,36.108,validacion
1989,1,N_Chile,4,4,41320.173,45.832,31.776,0.963,0.353,14595.739,48.569,validacion
1989,1,N_Chile,4,5,5708.086,6.331,32.351,1.563,0.369,2106.581,7.01,validacion
1989,1,N_Chile,4,6,551.523,0.612,37.335,1.161,0.519,286.475,0.953,validacion
1989,1,N_Chile,4,7,150.583,0.167,41.4,0.64,0.665,100.083,0.333,validacion
1990,1,N_Chile,1,2,6029.027,4.24,25.458,2.473,0.206,1241.744,2.95,validacion
1990,1,N_Chile,1,3,82523.578,58.03,28.669,1.01,0.277,22889.299,54.371,validacion
1990,1,N_Chile,1,4,50125.21,35.248,30.693,1.861,0.33,16565.598,39.35,validacion
1990,1,N_Chile,1,5,3530.259,2.482,33.023,0.634,0.397,1401.952,3.33,validacion
1990,1,N_Chile,2,1,12895.23,3.641,17.216,1.227,0.072,931.41,0.924,validacion
1990,1,N_Chile,2,2,15308.306,4.323,26.179,4.386,0.216,3308.973,3.281,validacion
1990,1,N_Chile,2,3,81544.072,23.026,28.147,0.819,0.258,21054.965,20.879,validacion
1990,1,N_Chile,2,4,195899.063,55.317,29.735,1.493,0.298,58430.489,57.942,validacion
1990,1,N_Chile,2,5,46112.242,13.021,31.609,1.725,0.35,16128.343,15.994,validacion
1990,1,N_Chile,2,6,2379.775,0.672,33.76,2.329,0.415,988.625,0.98,validacion
1990,1,N_Chile,3,1,96.093,0.376,26.733,0.463,0.22,21.132,0.234,validacion
1990,1,N_Chile,3,2,1144.718,4.484,28.494,1.258,0.262,299.662,3.321,validacion
1990,1,N_Chile,3,3,6264.269,24.536,30.624,1.731,0.318,1993.621,22.093,validacion
1990,1,N_Chile,3,4,13467.651,52.751,31.846,3.866,0.355,4784.683,53.022,validacion
1990,1,N_Chile,3,5,4195.181,16.432,33.511,3.795,0.407,1708.577,18.934,validacion
1990,1,N_Chile,3,6,128.818,0.505,35.161,4.458,0.464,59.766,0.662,validacion
1990,1,N_Chile,3,7,229.768,0.9,40.255,0.735,0.664,152.49,1.69,validacion
1990,1,N_Chile,3,9,4.177,0.016,46,0,0.95,3.97,0.044,validacion
1990,1,N_Chile,4,0,3194.546,0.951,18,0,0.102,325.198,0.289,validacion
1990,1,N_Chile,4,1,63943.793,19.028,19.617,1.737,0.125,7987.483,7.099,validacion
1990,1,N_Chile,4,2,7199.779,2.142,28.981,3.437,0.306,2206.166,1.961,validacion
1990,1,N_Chile,4,3,65821.669,19.587,30.835,1.511,0.352,23175.61,20.598,validacion
1990,1,N_Chile,4,4,155412.992,46.247,32.18,2.051,0.389,60406.482,53.687,validacion
1990,1,N_Chile,4,5,32584.71,9.696,33.757,1.781,0.434,14129.892,12.558,validacion
1990,1,N_Chile,4,6,6698.769,1.993,36.431,2.733,0.517,3464.39,3.079,validacion
1990,1,N_Chile,4,7,804.092,0.239,41.446,1.579,0.695,558.567,0.496,validacion
1990,1,N_Chile,4,8,386.375,0.115,41,0,0.677,261.447,0.232,validacion
1991,1,N_Chile,1,1,853.616,0.406,20,0,0.094,80.068,0.13,validacion
1991,1,N_Chile,1,2,86914.585,41.376,21.845,1.465,0.123,10690.456,17.293,validacion
1991,1,N_Chile,1,3,3174.926,1.511,29.479,2.101,0.299,949.262,1.536,validacion
1991,1,N_Chile,1,4,33049.712,15.733,31.482,2.39,0.363,12011.887,19.43,validacion
1991,1,N_Chile,1,5,66627.636,31.718,32.845,3.026,0.413,27495.211,44.476,validacion
1991,1,N_Chile,1,6,15063.666,7.171,34.45,7.64,0.481,7238.117,11.708,validacion
1991,1,N_Chile,1,7,2600.989,1.238,40.618,0.811,0.77,2003.504,3.241,validacion
1991,1,N_Chile,1,8,1777.408,0.846,40.442,0.882,0.76,1351.675,2.186,validacion
1991,1,N_Chile,2,1,34453.063,21.617,21.901,4.337,0.122,4209.737,14.034,validacion
1991,1,N_Chile,2,2,86164.708,54.061,22.467,2.335,0.13,11219.146,37.4,validacion
