ANO,MACROZONA,Zone,TRIMESTRE,GRUPO_EDAD,CAPT,PORC,L_PR,VAR,P_PR,CAPT_TON,PORC_TON,Method
2013,2,SC_Chile_PS,2,4,62569.443,28.741,32.656,2.23,0.399,24984.291,32.402,validacion
2013,2,SC_Chile_PS,2,5,23242.523,10.676,34.307,2.587,0.465,10797.741,14.003,validacion
2013,2,SC_Chile_PS,2,6,4409.343,2.025,37.589,3.438,0.615,2711.466,3.516,validacion
2013,2,SC_Chile_PS,2,7,965.079,0.443,40.124,4.06,0.751,724.931,0.94,validacion
2013,2,SC_Chile_PS,2,8,288.29,0.132,45.051,5.623,1.072,308.959,0.401,validacion
2013,2,SC_Chile_PS,2,9,206.422,0.095,48.546,4.897,1.344,277.47,0.36,validacion
2013,2,SC_Chile_PS,2,10,14.638,0.007,53,0,1.747,25.576,0.033,validacion
2013,2,SC_Chile_PS,3,1,1543.382,43.215,26.649,1.134,0.191,294.415,42.173,validacion
2013,2,SC_Chile_PS,3,2,1652.499,46.27,26.98,0.772,0.197,326.147,46.718,validacion
2013,2,SC_Chile_PS,3,3,205.509,5.754,27.169,0.493,0.201,41.336,5.921,validacion
2013,2,SC_Chile_PS,3,4,167.31,4.685,27.613,1.889,0.212,35.427,5.075,validacion
2013,2,SC_Chile_PS,3,5,2.693,0.075,31,0,0.293,0.79,0.113,validacion
2013,2,SC_Chile_PS,4,1,51.348,0.31,28.333,2.829,0.273,14.037,0.153,validacion
2013,2,SC_Chile_PS,4,2,125.523,0.758,29.908,1.669,0.321,40.298,0.439,validacion
2013,2,SC_Chile_PS,4,3,3960.804,23.908,34.855,2.377,0.514,2034.11,22.163,validacion
2013,2,SC_Chile_PS,4,4,6706.312,40.48,35.515,3.298,0.545,3655.607,39.831,validacion
2013,2,SC_Chile_PS,4,5,4150.584,25.053,36.037,4.194,0.571,2370.773,25.832,validacion
2013,2,SC_Chile_PS,4,6,1282.334,7.74,37.11,4.805,0.625,802.064,8.739,validacion
2013,2,SC_Chile_PS,4,7,157.383,0.95,38.237,2.709,0.682,107.348,1.17,validacion
2013,2,SC_Chile_PS,4,8,87.737,0.53,40.599,9.184,0.829,72.766,0.793,validacion
2013,2,SC_Chile_PS,4,9,21.667,0.131,40,0,0.779,16.871,0.184,validacion
2013,2,SC_Chile_PS,4,11,9.968,0.06,57.701,0.911,2.398,23.901,0.26,validacion
2013,2,SC_Chile_PS,4,12,13.354,0.081,62.074,1.092,3,40.062,0.437,validacion
2014,2,SC_Chile_PS,1,0,0.233,0,9,0,0.008,0.002,0,validacion
2014,2,SC_Chile_PS,1,1,10.972,0.005,11.6,0.763,0.018,0.194,0,validacion
2014,2,SC_Chile_PS,1,2,49964.184,21.556,27.704,6.498,0.257,12822.985,13.205,validacion
2014,2,SC_Chile_PS,1,3,87912.122,37.927,31.943,6.412,0.394,34669.259,35.701,validacion
2014,2,SC_Chile_PS,1,4,61090.816,26.356,34.356,6.933,0.492,30078.718,30.974,validacion
2014,2,SC_Chile_PS,1,5,28196.692,12.165,36.052,8.547,0.572,16128.692,16.609,validacion
2014,2,SC_Chile_PS,1,6,4047.558,1.746,38.156,6.104,0.676,2734.382,2.816,validacion
2014,2,SC_Chile_PS,1,7,248.948,0.107,44.208,4.198,1.054,262.427,0.27,validacion
2014,2,SC_Chile_PS,1,8,185.561,0.08,46.503,0.753,1.224,227.142,0.234,validacion
2014,2,SC_Chile_PS,1,9,123.06,0.053,47.682,5.939,1.331,163.808,0.169,validacion
2014,2,SC_Chile_PS,1,10,10.853,0.005,52.831,0.14,1.808,19.624,0.02,validacion
2014,2,SC_Chile_PS,1,11,0.914,0,57.5,2.252,2.349,2.147,0.002,validacion
2014,2,SC_Chile_PS,2,1,368.962,0.221,27.031,3.409,0.231,85.071,0.071,validacion
2014,2,SC_Chile_PS,2,2,2416.541,1.447,30.622,15.653,0.354,854.532,0.717,validacion
2014,2,SC_Chile_PS,2,3,12240.842,7.328,36.247,8.156,0.579,7085.68,5.946,validacion
2014,2,SC_Chile_PS,2,4,39763.112,23.803,37.013,5.405,0.613,24387.96,20.466,validacion
2014,2,SC_Chile_PS,2,5,55342.196,33.129,38.279,6.632,0.683,37772.126,31.698,validacion
2014,2,SC_Chile_PS,2,6,41062.24,24.58,40.245,13.202,0.807,33152.29,27.821,validacion
2014,2,SC_Chile_PS,2,7,10762.108,6.442,42.003,17.619,0.928,9987.587,8.382,validacion
2014,2,SC_Chile_PS,2,8,3288.753,1.969,43.301,8.877,1.003,3299.73,2.769,validacion
2014,2,SC_Chile_PS,2,9,1484.615,0.889,47.633,7.774,1.345,1997.357,1.676,validacion
2014,2,SC_Chile_PS,2,10,269.591,0.161,49.596,13.31,1.536,414.064,0.347,validacion
2014,2,SC_Chile_PS,2,11,53.946,0.032,56.847,0.129,2.31,124.629,0.105,validacion
2014,2,SC_Chile_PS,3,1,935.57,4.248,26.41,7.386,0.197,183.953,1.392,validacion
2014,2,SC_Chile_PS,3,2,1296.466,5.886,26.887,18.788,0.22,285.213,2.158,validacion
2014,2,SC_Chile_PS,3,3,1283.647,5.828,33.229,11.123,0.416,534.425,4.043,validacion
2014,2,SC_Chile_PS,3,4,5249.804,23.835,36.705,5.634,0.565,2963.606,22.42,validacion
2014,2,SC_Chile_PS,3,5,6624.512,30.077,37.748,5.713,0.618,4096.497,30.99,validacion
2014,2,SC_Chile_PS,3,6,4054.767,18.41,39.494,14.244,0.73,2961.86,22.406,validacion
2014,2,SC_Chile_PS,3,7,1801.649,8.18,40.884,14.386,0.817,1471.146,11.129,validacion
2014,2,SC_Chile_PS,3,8,584.545,2.654,41.449,17.1,0.858,501.656,3.795,validacion
2014,2,SC_Chile_PS,3,9,181.269,0.823,44.573,15.795,1.081,195.946,1.482,validacion
2014,2,SC_Chile_PS,3,10,13.09,0.059,53.126,0.984,1.868,24.452,0.185,validacion
2014,2,SC_Chile_PS,4,1,2077.452,6.99,24.969,12.094,0.184,381.772,2.311,validacion
2014,2,SC_Chile_PS,4,2,3706.106,12.469,30.803,12.785,0.35,1297.816,7.857,validacion
2014,2,SC_Chile_PS,4,3,5266.578,17.72,33.645,6.886,0.452,2379.2,14.403,validacion
2014,2,SC_Chile_PS,4,4,8942.491,30.088,36.5,5.751,0.581,5195.368,31.451,validacion
2014,2,SC_Chile_PS,4,5,5989.308,20.151,37.798,7.451,0.651,3898.086,23.598,validacion
2014,2,SC_Chile_PS,4,6,2948.437,9.92,39.1,7.358,0.723,2132.943,12.912,validacion
2014,2,SC_Chile_PS,4,7,428.359,1.441,41.665,18.773,0.902,386.467,2.34,validacion
2014,2,SC_Chile_PS,4,8,97.584,0.328,47.838,59.7,1.467,143.157,0.867,validacion
2014,2,SC_Chile_PS,4,9,48.131,0.162,57.439,19.124,2.449,117.873,0.714,validacion
2014,2,SC_Chile_PS,4,10,29.981,0.101,53.555,0.802,1.926,57.754,0.35,validacion
2014,2,SC_Chile_PS,4,11,59.568,0.2,58.16,0.974,2.501,148.959,0.902,validacion
2014,2,SC_Chile_PS,4,12,127.621,0.429,61.405,2.304,2.972,379.33,2.296,validacion
2015,2,SC_Chile_PS,1,1,62.145,0.056,19,0,0.069,4.313,0.011,validacion
2015,2,SC_Chile_PS,1,2,48812.181,44.37,25.421,3.839,0.183,8940.28,23.064,validacion
2015,2,SC_Chile_PS,1,3,18472.976,16.792,30.934,5.94,0.348,6421.233,16.565,validacion
2015,2,SC_Chile_PS,1,4,20511.798,18.645,33.871,6.651,0.466,9568.316,24.684,validacion
2015,2,SC_Chile_PS,1,5,15625.741,14.204,36.411,5.703,0.587,9177.192,23.675,validacion
2015,2,SC_Chile_PS,1,6,4508.64,4.098,38.044,5.072,0.676,3046.283,7.859,validacion
2015,2,SC_Chile_PS,1,7,1434.619,1.304,39.902,4.726,0.788,1130.062,2.915,validacion
2015,2,SC_Chile_PS,1,8,548.696,0.499,39.557,0.817,0.759,416.422,1.074,validacion
2015,2,SC_Chile_PS,1,9,12.92,0.012,50.104,0.376,1.638,21.157,0.055,validacion
2015,2,SC_Chile_PS,1,10,7.639,0.007,52.57,1.385,1.918,14.648,0.038,validacion
2015,2,SC_Chile_PS,1,11,7.927,0.007,50,0,1.626,12.886,0.033,validacion
2015,2,SC_Chile_PS,1,12,7.265,0.007,48,0,1.423,10.338,0.027,validacion
2015,2,SC_Chile_PS,2,1,28642.255,6.382,26.245,2.073,0.207,5935.91,3.863,validacion
2015,2,SC_Chile_PS,2,2,227105.601,50.606,26.604,1.049,0.215,48825.65,31.772,validacion
2015,2,SC_Chile_PS,2,3,71787.041,15.996,28.015,5.055,0.256,18342.248,11.936,validacion
2015,2,SC_Chile_PS,2,4,38759.486,8.637,34.815,12.976,0.502,19446.498,12.654,validacion
2015,2,SC_Chile_PS,2,5,38179.36,8.508,37.354,11.473,0.617,23557.464,15.329,validacion
2015,2,SC_Chile_PS,2,6,26247.934,5.849,40.037,7.987,0.755,19809.784,12.891,validacion
2015,2,SC_Chile_PS,2,7,9268.825,2.065,42.84,4.773,0.921,8533.379,5.553,validacion
2015,2,SC_Chile_PS,2,8,5081.647,1.132,43.842,11.336,0.998,5070.753,3.3,validacion
2015,2,SC_Chile_PS,2,9,1089.206,0.243,43.051,2.048,0.93,1013.178,0.659,validacion
2015,2,SC_Chile_PS,2,10,1926.259,0.429,47.068,3.388,1.222,2354.382,1.532,validacion
2015,2,SC_Chile_PS,2,11,486.332,0.108,44.461,5.343,1.031,501.537,0.326,validacion
2015,2,SC_Chile_PS,2,12,193.868,0.043,50,0,1.462,283.488,0.184,validacion
2015,2,SC_Chile_PS,3,0,551.642,0.388,18.225,0.894,0.065,35.855,0.063,validacion
2015,2,SC_Chile_PS,3,1,39380.223,27.705,27.025,1.703,0.217,8558.905,14.919,validacion
2015,2,SC_Chile_PS,3,2,40656.332,28.603,27.58,2.537,0.232,9434.85,16.446,validacion
2015,2,SC_Chile_PS,3,3,6949.459,4.889,30.874,9.288,0.335,2325.312,4.053,validacion
2015,2,SC_Chile_PS,3,4,11374.622,8.002,33.577,7.409,0.429,4875.151,8.498,validacion
2015,2,SC_Chile_PS,3,5,17082.71,12.018,37.702,8.112,0.61,10417.617,18.16,validacion
2015,2,SC_Chile_PS,3,6,15243.201,10.724,40.421,6.263,0.751,11442.127,19.945,validacion
2015,2,SC_Chile_PS,3,7,7049.852,4.96,42.169,3.386,0.85,5989.052,10.44,validacion
2015,2,SC_Chile_PS,3,8,2148.316,1.511,44.859,4.104,1.027,2207.221,3.848,validacion
2015,2,SC_Chile_PS,3,9,994.64,0.7,46.664,3.122,1.157,1151.143,2.007,validacion
2015,2,SC_Chile_PS,3,10,429.735,0.302,48.39,3.509,1.294,556.043,0.969,validacion
2015,2,SC_Chile_PS,3,11,244.533,0.172,48.604,0.239,1.306,319.317,0.557,validacion
2015,2,SC_Chile_PS,3,12,34.032,0.024,52,0,1.606,54.649,0.095,validacion
2015,2,SC_Chile_PS,4,1,1163.851,7.514,29.015,1.8,0.294,342.509,4.883,validacion
2015,2,SC_Chile_PS,4,2,5009.559,32.342,30.341,1.47,0.336,1684.796,24.021,validacion
2015,2,SC_Chile_PS,4,3,3993.769,25.784,31.119,2.605,0.364,1454.86,20.743,validacion
2015,2,SC_Chile_PS,4,4,1947.136,12.571,33.933,7.417,0.479,932.17,13.29,validacion
2015,2,SC_Chile_PS,4,5,1735.716,11.206,38.172,5.826,0.678,1177.661,16.79,validacion
2015,2,SC_Chile_PS,4,6,853.693,5.512,39.858,9.199,0.777,663.71,9.463,validacion
2015,2,SC_Chile_PS,4,7,711.056,4.591,42.543,2.561,0.934,664.425,9.473,validacion
2015,2,SC_Chile_PS,4,8,52.259,0.337,45,0,1.103,57.623,0.822,validacion
2015,2,SC_Chile_PS,4,9,20.805,0.134,50.862,0.256,1.598,33.236,0.474,validacion
2015,2,SC_Chile_PS,4,10,1.431,0.009,55,0,2.023,2.895,0.041,validacion
2016,2,SC_Chile_PS,1,1,3.039,0.001,14.483,1.364,0.035,0.105,0,validacion
2016,2,SC_Chile_PS,1,2,92393.142,33.103,28.222,5.161,0.263,24285.471,25.636,validacion
2016,2,SC_Chile_PS,1,3,93131.248,33.368,30.017,2.233,0.313,29175.316,30.797,validacion
2016,2,SC_Chile_PS,1,4,55438.701,19.863,30.592,2.948,0.333,18437.698,19.463,validacion
2016,2,SC_Chile_PS,1,5,17597.145,6.305,33.638,8.177,0.45,7910.535,8.35,validacion
2016,2,SC_Chile_PS,1,6,11492.627,4.118,37.112,11.824,0.609,6997.069,7.386,validacion
2016,2,SC_Chile_PS,1,7,6543.826,2.345,41.284,7.554,0.831,5440.94,5.743,validacion
2016,2,SC_Chile_PS,1,8,1897.455,0.68,42.314,4.195,0.89,1689.679,1.784,validacion
2016,2,SC_Chile_PS,1,9,502.51,0.18,46.668,0.99,1.193,599.372,0.633,validacion
2016,2,SC_Chile_PS,1,10,27.025,0.01,52.364,0.596,1.692,45.736,0.048,validacion
2016,2,SC_Chile_PS,1,11,10.757,0.004,56.88,0.877,2.177,23.421,0.025,validacion
2016,2,SC_Chile_PS,1,12,67.189,0.024,54.433,1.15,1.905,128.013,0.135,validacion
2016,2,SC_Chile_PS,2,1,1650.411,0.58,27.604,6.463,0.243,401.058,0.329,validacion
2016,2,SC_Chile_PS,2,2,54962.166,19.312,27.66,5.161,0.243,13366.172,10.95,validacion
2016,2,SC_Chile_PS,2,3,64900.396,22.804,29.886,5.006,0.308,20008.142,16.392,validacion
2016,2,SC_Chile_PS,2,4,63186.89,22.202,32.325,4.858,0.392,24791.405,20.31,validacion
2016,2,SC_Chile_PS,2,5,48470.457,17.031,34.707,8.18,0.493,23891.506,19.573,validacion
2016,2,SC_Chile_PS,2,6,23624.916,8.301,36.481,10.449,0.578,13645.84,11.179,validacion
2016,2,SC_Chile_PS,2,7,11472.813,4.031,40.434,12.404,0.795,9119.994,7.472,validacion
2016,2,SC_Chile_PS,2,8,10024.991,3.523,41.607,7.609,0.86,8621.913,7.064,validacion
2016,2,SC_Chile_PS,2,9,3172.909,1.115,44.99,9.387,1.098,3483.093,2.854,validacion
2016,2,SC_Chile_PS,2,10,1026.089,0.361,46.053,9.577,1.18,1210.871,0.992,validacion
2016,2,SC_Chile_PS,2,11,1612.061,0.566,50.525,9.772,1.571,2532.713,2.075,validacion
2016,2,SC_Chile_PS,2,12,491.287,0.173,54.656,15.121,2.015,989.727,0.811,validacion
2016,2,SC_Chile_PS,3,1,555.603,1.382,27.892,2.16,0.243,134.987,0.793,validacion
2016,2,SC_Chile_PS,3,2,2210.566,5.499,29.508,3.347,0.289,637.893,3.746,validacion
2016,2,SC_Chile_PS,3,3,4068.531,10.12,30.487,3.435,0.318,1294.3,7.6,validacion
2016,2,SC_Chile_PS,3,4,11599.836,28.854,32.035,3.04,0.368,4271.65,25.082,validacion
2016,2,SC_Chile_PS,3,5,12641.744,31.445,33.361,3.95,0.417,5266.782,30.926,validacion
2016,2,SC_Chile_PS,3,6,5596.517,13.921,34.855,6.157,0.477,2670.987,15.684,validacion
2016,2,SC_Chile_PS,3,7,1988.55,4.946,37.966,13.011,0.624,1240.76,7.286,validacion
2016,2,SC_Chile_PS,3,8,703.775,1.751,40.942,10.074,0.776,545.812,3.205,validacion
2016,2,SC_Chile_PS,3,9,237.283,0.59,43.119,5.06,0.897,212.885,1.25,validacion
2016,2,SC_Chile_PS,3,10,278.203,0.692,48.129,25.869,1.279,355.766,2.089,validacion
2016,2,SC_Chile_PS,3,11,271.226,0.675,47.02,19.042,1.184,321.032,1.885,validacion
2016,2,SC_Chile_PS,3,12,50.632,0.126,50.445,64.809,1.533,77.642,0.456,validacion
2016,2,SC_Chile_PS,4,1,787.606,1.32,26.312,3.615,0.217,171.096,0.495,validacion
2016,2,SC_Chile_PS,4,2,3465.293,5.807,30.674,6.113,0.352,1219.006,3.525,validacion
2016,2,SC_Chile_PS,4,3,7220.636,12.1,32.849,6.789,0.435,3142.003,9.085,validacion
2016,2,SC_Chile_PS,4,4,14086.059,23.605,34.166,4.954,0.489,6882.174,19.899,validacion
2016,2,SC_Chile_PS,4,5,13837.047,23.188,35.596,5.419,0.555,7682.915,22.214,validacion
2016,2,SC_Chile_PS,4,6,12051.756,20.196,36.909,7.389,0.624,7518.559,21.739,validacion
2016,2,SC_Chile_PS,4,7,4436.917,7.435,39.815,11.644,0.795,3527.126,10.198,validacion
2016,2,SC_Chile_PS,4,8,2204.478,3.694,41.903,16.169,0.938,2067.255,5.977,validacion
2016,2,SC_Chile_PS,4,9,819.371,1.373,46.694,10.284,1.295,1061.08,3.068,validacion
2016,2,SC_Chile_PS,4,10,422.402,0.708,48.965,17.786,1.515,639.792,1.85,validacion
2016,2,SC_Chile_PS,4,11,240.178,0.402,51.362,9.339,1.736,416.93,1.206,validacion
2016,2,SC_Chile_PS,4,12,101.948,0.171,57.584,31.371,2.527,257.577,0.745,validacion
2017,2,SC_Chile_PS,1,1,65.703,0.064,18.433,0.626,0.07,4.619,0.008,validacion
2017,2,SC_Chile_PS,1,2,22146.291,21.733,26.113,4.702,0.212,4705.516,8.195,validacion
2017,2,SC_Chile_PS,1,3,17727.974,17.397,29.438,5.614,0.309,5472.257,9.53,validacion
2017,2,SC_Chile_PS,1,4,18271.83,17.931,31.497,7.273,0.382,6988.339,12.17,validacion
2017,2,SC_Chile_PS,1,5,10222.916,10.032,34.441,11.181,0.509,5205.822,9.066,validacion
2017,2,SC_Chile_PS,1,6,8939.995,8.773,37.159,20.535,0.657,5874.619,10.231,validacion
2017,2,SC_Chile_PS,1,7,8676.235,8.514,41.237,24.122,0.908,7879.512,13.722,validacion
2017,2,SC_Chile_PS,1,8,7249.755,7.115,45.457,11.173,1.197,8681.374,15.119,validacion
2017,2,SC_Chile_PS,1,9,5330.31,5.231,46.305,11.77,1.269,6764.396,11.78,validacion
2017,2,SC_Chile_PS,1,10,2373.374,2.329,50.117,10.778,1.619,3842.482,6.692,validacion
2017,2,SC_Chile_PS,1,11,771.773,0.757,54.373,4.377,2.07,1597.59,2.782,validacion
2017,2,SC_Chile_PS,1,12,124.155,0.122,62.847,7.347,3.26,404.791,0.705,validacion
2017,2,SC_Chile_PS,2,1,9399.658,2.545,23.809,6.548,0.151,1418.625,0.893,validacion
2017,2,SC_Chile_PS,2,2,74297.312,20.115,27.154,3.481,0.224,16612.294,10.462,validacion
2017,2,SC_Chile_PS,2,3,56457.341,15.285,29.357,5.234,0.287,16227.282,10.22,validacion
2017,2,SC_Chile_PS,2,4,55711.408,15.083,31.816,5.569,0.37,20613.038,12.982,validacion
2017,2,SC_Chile_PS,2,5,63089.503,17.08,33.251,6.981,0.427,26910.736,16.948,validacion
2017,2,SC_Chile_PS,2,6,43803.623,11.859,35.209,5.218,0.508,22233.161,14.002,validacion
2017,2,SC_Chile_PS,2,7,26094.548,7.065,36.261,3.476,0.554,14460.762,9.107,validacion
2017,2,SC_Chile_PS,2,8,15618.837,4.229,39.637,13.022,0.748,11688.661,7.361,validacion
2017,2,SC_Chile_PS,2,9,11816.335,3.199,42.327,3.983,0.903,10664.864,6.717,validacion
2017,2,SC_Chile_PS,2,10,5260.467,1.424,46.696,7.311,1.236,6502.416,4.095,validacion
2017,2,SC_Chile_PS,2,11,1939.475,0.525,50.618,6.425,1.591,3084.991,1.943,validacion
2017,2,SC_Chile_PS,2,12,5879.115,1.592,48.759,11.024,1.423,8368.14,5.27,validacion
2017,2,SC_Chile_PS,3,1,7654.674,5.119,26.553,1.44,0.199,1526.333,2.312,validacion
2017,2,SC_Chile_PS,3,2,33283.7,22.259,27.424,3.852,0.224,7448.595,11.28,validacion
2017,2,SC_Chile_PS,3,3,19695.547,13.172,29.148,6.847,0.275,5424.335,8.215,validacion
2017,2,SC_Chile_PS,3,4,26271.145,17.569,31.299,6.929,0.346,9077.565,13.747,validacion
2017,2,SC_Chile_PS,3,5,28686.583,19.185,33.777,10.499,0.445,12778.195,19.352,validacion
2017,2,SC_Chile_PS,3,6,15389.515,10.292,36.667,15.132,0.585,9003.843,13.636,validacion
2017,2,SC_Chile_PS,3,7,9292.337,6.214,40.175,26.796,0.801,7441.352,11.269,validacion
2017,2,SC_Chile_PS,3,8,4859.98,3.25,44.084,25.292,1.068,5190.995,7.861,validacion
2017,2,SC_Chile_PS,3,9,2182.588,1.46,51.497,6.037,1.701,3711.523,5.621,validacion
2017,2,SC_Chile_PS,3,10,998.304,0.668,50.954,12.628,1.658,1655.642,2.507,validacion
2017,2,SC_Chile_PS,3,11,527.393,0.353,52.318,16.058,1.813,956.037,1.448,validacion
2017,2,SC_Chile_PS,3,12,686.469,0.459,58.978,11.221,2.646,1816.495,2.751,validacion
2017,2,SC_Chile_PS,4,1,2026.143,7.281,28.032,1.255,0.263,532.664,4.391,validacion
2017,2,SC_Chile_PS,4,2,5661.496,20.346,29.741,3.09,0.317,1795.4,14.8,validacion
2017,2,SC_Chile_PS,4,3,8044.469,28.909,31.047,4.752,0.363,2923.809,24.102,validacion
2017,2,SC_Chile_PS,4,4,5124.423,18.416,32.493,7.95,0.421,2159.216,17.799,validacion
2017,2,SC_Chile_PS,4,5,2712.171,9.747,36.059,8.64,0.578,1568.688,12.931,validacion
2017,2,SC_Chile_PS,4,6,3106.76,11.165,37.293,11.633,0.645,2003.128,16.512,validacion
2017,2,SC_Chile_PS,4,7,245.478,0.882,39.221,4.082,0.739,181.492,1.496,validacion
2017,2,SC_Chile_PS,4,8,560.086,2.013,41.83,19.282,0.925,517.851,4.269,validacion
2017,2,SC_Chile_PS,4,9,258.495,0.929,46.103,29.589,1.257,324.976,2.679,validacion
2017,2,SC_Chile_PS,4,10,87.135,0.313,48.476,8.725,1.421,123.82,1.021,validacion
2018,2,SC_Chile_PS,1,2,63777.1,18.324,27.08,4.546,0.24,15283.795,11.631,validacion
2018,2,SC_Chile_PS,1,3,110621.419,31.782,29.331,4.266,0.305,33784.72,25.711,validacion
2018,2,SC_Chile_PS,1,4,69774.332,20.047,30.979,4.785,0.362,25226.014,19.198,validacion
2018,2,SC_Chile_PS,1,5,59137.985,16.991,33.018,9.545,0.445,26336.859,20.043,validacion
2018,2,SC_Chile_PS,1,6,24858.371,7.142,35.48,9.668,0.554,13775.021,10.483,validacion
2018,2,SC_Chile_PS,1,7,15096.987,4.337,39.429,19.632,0.779,11765.007,8.954,validacion
2018,2,SC_Chile_PS,1,8,3641.568,1.046,41.434,29.561,0.921,3354.067,2.553,validacion
2018,2,SC_Chile_PS,1,10,701.574,0.202,50.418,14.892,1.629,1142.919,0.87,validacion
2018,2,SC_Chile_PS,1,11,325.191,0.093,50.04,0.236,1.563,508.169,0.387,validacion
2018,2,SC_Chile_PS,1,12,124.792,0.036,52.298,2.297,1.795,224,0.17,validacion
2018,2,SC_Chile_PS,2,1,11404.571,2.857,17.154,27.161,0.067,765.633,0.487,validacion
2018,2,SC_Chile_PS,2,2,76583.515,19.186,27.212,4.398,0.224,17175.483,10.928,validacion
2018,2,SC_Chile_PS,2,3,82974.388,20.788,29.257,6.284,0.284,23529.854,14.971,validacion
2018,2,SC_Chile_PS,2,4,82885.232,20.765,31.583,3.509,0.357,29574.425,18.816,validacion
2018,2,SC_Chile_PS,2,5,66275.403,16.604,34.384,9.271,0.474,31420.214,19.991,validacion
2018,2,SC_Chile_PS,2,6,35398.468,8.868,35.901,9.261,0.542,19202.715,12.217,validacion
2018,2,SC_Chile_PS,2,7,21397.228,5.361,37.957,7.489,0.643,13757.749,8.753,validacion
2018,2,SC_Chile_PS,2,8,13722.466,3.438,40.273,18.988,0.793,10881.075,6.923,validacion
2018,2,SC_Chile_PS,2,9,6010.601,1.506,44.938,18.181,1.113,6687.193,4.255,validacion
2018,2,SC_Chile_PS,2,10,1792.036,0.449,51.245,6.015,1.65,2956.413,1.881,validacion
2018,2,SC_Chile_PS,2,11,669.527,0.168,51.28,7.343,1.656,1108.885,0.706,validacion
2018,2,SC_Chile_PS,2,12,41.477,0.01,60.403,2.031,2.763,114.601,0.073,validacion
2018,2,SC_Chile_PS,3,1,46.021,0.099,28.552,0.247,0.254,11.692,0.021,validacion
2018,2,SC_Chile_PS,3,2,498.885,1.076,25.344,9.645,0.181,90.317,0.161,validacion
2018,2,SC_Chile_PS,3,3,352.236,0.759,31.442,4.985,0.355,125.148,0.224,validacion
2018,2,SC_Chile_PS,3,4,1884.579,4.063,33.579,6.984,0.443,835.067,1.492,validacion
2018,2,SC_Chile_PS,3,5,4449.813,9.594,37.443,12.798,0.641,2853.441,5.097,validacion
2018,2,SC_Chile_PS,3,6,7818.493,16.858,40.599,12.234,0.832,6505.074,11.621,validacion
2018,2,SC_Chile_PS,3,7,7693.045,16.587,44.439,22.032,1.136,8738.798,15.611,validacion
2018,2,SC_Chile_PS,3,8,7649.536,16.493,44.984,22.854,1.183,9050.407,16.168,validacion
2018,2,SC_Chile_PS,3,9,6876.794,14.827,48.946,16.799,1.538,10578.45,18.898,validacion
2018,2,SC_Chile_PS,3,10,3380.565,7.289,49.619,20.051,1.616,5462.262,9.758,validacion
2018,2,SC_Chile_PS,3,11,4124.296,8.892,51.713,13.463,1.831,7549.728,13.487,validacion
2018,2,SC_Chile_PS,3,12,1605.637,3.462,57.611,12.775,2.602,4177.122,7.462,validacion
2018,2,SC_Chile_PS,4,1,2573.759,2.824,28.594,0.736,0.272,699.748,1.505,validacion
2018,2,SC_Chile_PS,4,2,14872.901,16.32,30.49,4.942,0.335,4976.935,10.706,validacion
2018,2,SC_Chile_PS,4,3,17074.189,18.735,32.154,6.722,0.394,6733.57,14.485,validacion
2018,2,SC_Chile_PS,4,4,21152.417,23.21,34.629,7.103,0.493,10421.494,22.418,validacion
2018,2,SC_Chile_PS,4,5,22346.043,24.52,37.814,11.045,0.646,14445.691,31.075,validacion
2018,2,SC_Chile_PS,4,6,10428.93,11.444,38.574,10.123,0.685,7140.198,15.36,validacion
2018,2,SC_Chile_PS,4,7,1583.336,1.737,38.169,8.516,0.661,1046.95,2.252,validacion
2018,2,SC_Chile_PS,4,8,778.115,0.854,38.154,15.616,0.67,521.441,1.122,validacion
2018,2,SC_Chile_PS,4,9,276.137,0.303,50.073,0.069,1.477,407.799,0.877,validacion
2018,2,SC_Chile_PS,4,10,30.885,0.034,53.034,0.143,1.757,54.272,0.117,validacion
2018,2,SC_Chile_PS,4,11,14.065,0.015,57.53,1.161,2.25,31.642,0.068,validacion
2018,2,SC_Chile_PS,4,12,2.551,0.003,60.385,0.391,2.603,6.64,0.014,validacion
2019,2,SC_Chile_PS,1,0,46.162,0.009,8.556,0.247,0.006,0.287,0,validacion
2019,2,SC_Chile_PS,1,1,753.502,0.15,12.063,1.796,0.019,14.148,0.007,validacion
2019,2,SC_Chile_PS,1,2,79165.827,15.78,28.369,3.988,0.268,21179.065,10.741,validacion
2019,2,SC_Chile_PS,1,3,132682.638,26.448,29.272,2.763,0.293,38934.32,19.745,validacion
2019,2,SC_Chile_PS,1,4,129110.834,25.736,31.168,5.415,0.36,46484.608,23.574,validacion
2019,2,SC_Chile_PS,1,5,84350.162,16.814,33.419,8.431,0.451,38031.171,19.287,validacion
2019,2,SC_Chile_PS,1,6,48320.779,9.632,36.257,6.953,0.578,27921.588,14.16,validacion
2019,2,SC_Chile_PS,1,7,16005.72,3.19,39.849,10.284,0.78,12485.231,6.332,validacion
2019,2,SC_Chile_PS,1,8,6530.012,1.302,41.471,11.633,0.885,5777.495,2.93,validacion
2019,2,SC_Chile_PS,1,9,3093.061,0.617,45.084,8.119,1.139,3523.675,1.787,validacion
2019,2,SC_Chile_PS,1,10,1168.055,0.233,48.319,15.089,1.427,1666.952,0.845,validacion
2019,2,SC_Chile_PS,1,11,217.215,0.043,56,0,2.218,481.866,0.244,validacion
