year,fleet,0,1,2,3,4,5,6,7,8,9,10,11,12
2000,CS_Chile_ps,0.0962980808001604,0.1875430561293284,0.19853465820741478,0.26155244925017396,0.35684951612295246,0.48612576909333066,0.8008540030571066,1.0578306459918874,1.1593656111128572,1.3103207868264095,1.454355631654466,1.6555680814321505,2.052047612004287
2000,N_Chile,0.05202220877960471,0.060623252501318635,0.17296910801546694,0.2320195784417561,0.256154514445727,0.4563925684108563,0.5557969125410283,0.7035317664121399,0.8522619341745649,0.9840867330407711,1.1443851184330425,1.3500049181111655,1.5505821940632372
2001,N_Chile,0.06946769617193504,0.11688459298931902,0.1158528855253195,0.20777757310888975,0.2893288502942635,0.40011021072567865,0.5557969125410283,0.7035317664121399,0.8522619341745649,0.9840867330407711,1.1443851184330425,1.3500049181111655,1.5505821940632372
2002,CS_Chile_ps,0.05572902853904728,0.1822035804377621,0.20129937352065622,0.2651834206083881,0.32993430029474674,0.44894592644451975,0.6375906433532695,0.8595344150343639,1.0925897091735843,1.3120058946281785,1.4993190408897457,1.6653833127312123,2.0727204475710557
2003,CS_Chile_ps,0.06728520639036048,0.17359875778353528,0.1921571513573968,0.24928425284034156,0.3051025862677952,0.4031291328543792,0.5875839388237476,0.7864184025302714,1.0256966654509387,1.2610340706659886,1.5035618783843896,1.7336766440462956,1.8606936100776472
2003,N_Chile,0.081919133615128,0.09533143516523868,0.11154489232350114,0.23379036465398997,0.3138719528015502,0.42219984039527897,0.47773088126310975,0.5095261717860812,0.8522619341745649,0.9840867330407711,1.1443851184330425,1.3500049181111655,1.5505821940632372
2004,N_Chile,0.008494103015148713,0.1397537334612182,0.18208714418221839,0.19935921470301507,0.2460854392206199,0.3595318787589128,0.5557969125410283,0.7035317664121399,0.8522619341745649,0.9840867330407711,1.1443851184330425,1.3500049181111655,1.5505821940632372
2005,N_Chile,0.05984655232430954,0.08361862133542383,0.13383141621858777,0.22329783021805757,0.26510111439954087,0.29443140201231355,0.6598040593969434,0.7388012084332326,0.8522619341745649,0.9840867330407711,1.1443851184330425,1.3500049181111655,1.5505821940632372
2006,CS_Chile_ps,0.09981564176566986,0.11439242341972719,0.18558736044662247,0.2887004111983639,0.34941056293046124,0.41298383053163806,0.5122648304393458,0.6184663725155094,0.759896108341625,0.937999552082995,1.0405737556136725,1.3120114959127003,1.7248540743321232
2006,N_Chile,0.06784354727028799,0.07715215468094906,0.12664784569707244,0.20209689419242505,0.38564078077007363,0.4574255509792639,0.5293303185491022,0.6357076807834147,0.8522619341745649,0.9840867330407711,1.1443851184330425,1.3500049181111655,1.5505821940632372
2007,N_Chile,0.07136690468268454,0.11575548542688945,0.13954623836095068,0.2173120487772114,0.2961323602569091,0.4011291093833565,0.5393337671548295,0.6583547232010165,0.8522619341745649,0.9840867330407711,1.1443851184330425,1.3500049181111655,1.5505821940632372
2008,CS_Chile_ps,0.029618940457174933,0.03337351878362829,0.2154472105644862,0.28698592657880856,0.3363636139238604,0.42127455293637645,0.5248795729753624,0.6200939727191433,0.726326636851002,0.8799001309448272,1.0161856692555096,1.1603100266839854,1.4792094964686868
2008,N_Chile,0.040385521467577276,0.052574148982819265,0.10002086981615561,0.2462472013991469,0.2897199610979963,0.3888821260581456,0.5921569441500462,0.6294710748053611,0.761153376933382,0.9840867330407711,1.1443851184330425,1.3500049181111655,1.5505821940632372
2009,N_Chile,0.04555934230569574,0.08785865926696305,0.12600273080192242,0.24623808103618783,0.28597460373569894,0.33393925899939314,0.5341796040662842,0.7035317664121399,0.8522619341745649,0.9840867330407711,1.1443851184330425,1.3500049181111655,1.5505821940632372
2011,N_Chile,0.007956151255784005,0.06397631305276127,0.10891796761936472,0.27515351193122134,0.324603870924616,0.3820431224432875,0.5557969125410283,0.7035317664121399,0.8522619341745649,0.9840867330407711,1.1443851184330425,1.3500049181111655,1.5505821940632372
2012,N_Chile,0.003766044733409081,0.04693011649301705,0.17904699885659356,0.252181469039963,0.34923731271102665,0.361366492441178,0.5557969125410283,0.7035317664121399,0.8522619341745649,0.9840867330407711,1.1443851184330425,1.3500049181111655,1.5505821940632372
2013,N_Chile,0.007814388286334056,0.06365118443962851,0.06396215515352396,0.28410031612754466,0.39007468240084125,0.44062544044198176,0.657054061246284,0.5204605674502288,0.8522619341745649,0.9840867330407711,1.1443851184330425,1.3500049181111655,1.5505821940632372
2014,CS_Chile_ps,0.00783931330472103,0.19173491480375557,0.26530169640492135,0.41814672812496234,0.5439669104760891,0.6432127790176437,0.7854737743412163,0.913217636299771,1.0024922312884992,1.3454100795917665,1.5921965719578663,2.4065729726465555,2.971160652243753
2015,CS_Chile_ps,0.06469368396627875,0.214024082490233,0.21400621800012282,0.28186784079231664,0.4795617440194615,0.6104215393293482,0.7464197582943737,0.8841498429457828,0.9904707593567941,1.048911527017518,1.238704538363492,1.1295910864137138,1.4828095228233855
2015,N_Chile,0.008210965677990793,0.03733640458460583,0.18485096553774416,0.27911155039389035,0.3687216310482446,0.43720176641474834,0.6076970521333788,0.778799508320365,0.8522619341745649,0.9840867330407711,1.1443851184330425,1.3500049181111655,1.5505821940632372
2019,CS_Chile_ps,0.006187988605099543,0.018725590431320504,0.2677762946024171,0.3054757909333907,0.39260028758614773,0.48174443242075377,0.5780666830982347,0.6825504956641777,0.7590327294084213,0.8876401336684128,1.3388308007212621,1.9782917783009057,2.906317651176566
2019,N_Chile,0.007563719921994313,0.02501355611502095,0.17891628751461452,0.28404984906899855,0.4709408875678909,0.5010687325798064,0.5276185777590209,0.732434952455954,0.8529340219477813,0.8879843878449425,1.2797376830313711,1.6950853275380926,1.806152500525443
1980,CS_Chile_ps,0.05816649483941997,0.20309189312887066,0.2009821839180073,0.23712806456047322,0.275420727093368,0.32751010307629924,0.37505937765468705,0.5037833496866996,0.8522619341745649,0.9840867330407711,1.1443851184330425,1.3500049181111655,1.5505821940632372
1980,N_Chile,0.05816649483941997,0.18082783542440525,0.20877551887578383,0.26333330604155114,0.3382962568470951,0.4339371504840064,0.46199972591905164,0.49872666754661915,1.0622084148512334,0.9840867330407711,1.1443851184330425,1.3500049181111655,1.5505821940632372
1981,N_Chile,0.05816649483941997,0.20545824937529156,0.23509480326592228,0.2867797009111248,0.3528091050539722,0.4242458371569722,0.4998623695782845,0.6012974525021391,0.7354709377858077,0.9840867330407711,1.1443851184330425,1.3500049181111655,1.5505821940632372
1983,N_Chile,0.05816649483941997,0.12155404824222563,0.1908317009512802,0.24473497820495788,0.3094295119781303,0.3757042239902349,0.42854575911013626,0.4845665466577987,0.48561151313227924,0.5292548921420911,1.1443851184330425,1.3500049181111655,1.5505821940632372
1984,N_Chile,0.05816649483941997,0.157044550425594,0.1735583125427516,0.24130980844800565,0.32298783603945996,0.387439046869987,0.442577805439043,0.5103614365133755,0.5585764020088614,0.9840867330407711,1.1443851184330425,1.3500049181111655,1.5505821940632372
1985,CS_Chile_ps,0.05816649483941997,0.1919912538328308,0.20427529876285624,0.23263634058025198,0.299419125684009,0.3655892397454206,0.45235988981654,0.536894922153896,0.6268483496711372,0.6954171347114624,1.1443851184330425,1.3500049181111655,1.5505821940632372
1985,N_Chile,0.05816649483941997,0.20909752049058677,0.2057974085752534,0.2746434148846403,0.3444274677423196,0.40587515611892455,0.4817997958884004,0.5532299051233763,0.5945602580740637,0.9840867330407711,1.1443851184330425,1.3500049181111655,1.5505821940632372
1988,N_Chile,0.05816649483941997,0.17781174191803797,0.21375995612416737,0.25071429760612485,0.2958118133021938,0.3824966135186942,0.5813811651824732,0.6896011133071559,0.8522619341745649,0.9840867330407711,1.1443851184330425,1.3500049181111655,1.5505821940632372
1989,CS_Chile_ps,0.05816649483941997,0.21115575761238897,0.22361723279798773,0.2572982236750019,0.31038989689778085,0.436414786525313,0.5361887353884704,0.5793074729653612,0.6247532650221753,0.9483303865988707,1.1443851184330425,1.3500049181111655,1.5505821940632372
1989,N_Chile,0.05816649483941997,0.13722505290574932,0.19352499051503894,0.2519578462840982,0.29734499361986644,0.35440231182973025,0.4958744672660098,0.579455417470524,0.5465611654952541,0.7012168353349365,1.1443851184330425,1.3500049181111655,1.5505821940632372
1990,CS_Chile_ps,0.05816649483941997,0.10982616447128894,0.2713287127436528,0.318127293513812,0.3802178219205565,0.456520251389834,0.5720521426783629,0.6752881089062643,0.7524131428386828,0.7968015894694683,1.4848359720777329,1.3500049181111655,1.5505821940632372
1991,CS_Chile_ps,0.05816649483941997,0.1704743813464186,0.13564175796762581,0.2947525217306307,0.41845928671066973,0.4691518475825511,0.5384668048185377,0.6571211729573555,0.7614800819275133,0.829294895186657,0.9211297611190908,0.966143104578762,1.2111664311386297
1991,N_Chile,0.05816649483941997,0.1439556521575172,0.1647318525383847,0.2826775490306401,0.3436107714017329,0.3883955333834658,0.43977351462993325,0.7391546719672478,0.8554169633761107,0.7753097766146217,1.1443851184330425,1.3500049181111655,1.5505821940632372
1992,CS_Chile_ps,0.05816649483941997,0.14691322013858504,0.18573061330444765,0.23015133604859747,0.29597749427893366,0.47039203717709166,0.5446617233027607,0.60451108320481,0.7123569187017895,0.8440921133622546,0.9677830497957943,1.334361042583523,1.5505821940632372
1993,CS_Chile_ps,0.05816649483941997,0.16195972200641523,0.17713044928952418,0.2464663835041922,0.31966573929796144,0.38862455166635534,0.5331161787972056,0.6837791915593388,0.8202819449329175,0.9249876448414489,1.117026786041008,1.8272579893015461,1.5505821940632372
1994,CS_Chile_ps,0.05816649483941997,0.19534640244806542,0.2264016983280857,0.28736255431586794,0.34669792463091703,0.4535636134597529,0.6142526767134894,0.7832115194691871,0.8835419448713465,1.013909465527682,1.1778421568226685,1.5810759095571876,1.5505821940632372
1995,CS_Chile_ps,0.05816649483941997,0.17359357148784654,0.18957782024840644,0.26621590035554304,0.3390769238912261,0.42453782691052633,0.5626783641208171,0.7969063455950456,1.0121637862447581,1.1868043953828484,1.4251758672927604,1.7974829654538866,1.5505821940632372
1995,N_Chile,0.05816649483941997,0.07237487143398723,0.14723229818505887,0.27034961980191163,0.3396641672362331,0.3936783210109577,0.39450232892373666,0.6322675216787896,0.8522619341745649,0.9840867330407711,1.1443851184330425,1.3500049181111655,1.5505821940632372
1997,N_Chile,0.05816649483941997,0.16189854081448993,0.1498676942336978,0.2247600549798608,0.29127301211099,0.42531443933931723,0.5557969125410283,0.7035317664121399,0.8522619341745649,0.9840867330407711,1.1443851184330425,1.3500049181111655,1.5505821940632372
2001,Chile_AcousCS,0.05816649483941997,0.09273487300538834,0.11595692501439914,0.2557574359607455,0.2837556754641471,0.3450713893669324,0.45572440291861854,0.5412942996659483,0.7667197494704525,0.7473898257365497,0.9855534426072619,1.017047136650647,1.2273674736798608
2001,CS_Chile_ps,0.05816649483941997,0.18278969676006035,0.2019618532527026,0.2659980911077249,0.33574501615320596,0.4551464369134234,0.6135966368242589,0.8679886499471892,1.119457467370541,1.3945823657832908,1.5684994960248908,1.812766031953864,1.9293155505904729
2002,Chile_AcousCS,0.05816649483941997,0.16810701085441257,0.154273239587198,0.20483605370360128,0.26789922126864835,0.40666177803631814,0.4940399558502442,0.5524016383859522,0.7062061166947299,0.8925434121277109,1.1443851184330425,1.253546578674356,1.1067588966285768
2002,N_Chile,0.05816649483941997,0.09680031795998797,0.13259175915948868,0.24032841485867962,0.3238746093107813,0.3890515286311438,0.4826654258067355,0.7035317664121399,0.8522619341745649,0.9840867330407711,1.1443851184330425,1.3500049181111655,1.5505821940632372
2003,Chile_AcousCS,0.05816649483941997,0.19799713940719554,0.19618996120378845,0.22888859680496032,0.28778047731849993,0.3716486998770051,0.5162570125277666,0.6611734499252634,0.7055496700716609,0.8332989596196709,0.7927114173224488,1.6356725385705615,1.436467203509256
2004,Chile_AcousCS,0.05816649483941997,0.18680697017879885,0.1951426521286264,0.2454677876269521,0.30836169948633485,0.4015062959101099,0.47871394982173365,0.5697307163844204,0.713640673529896,0.7707581525482142,0.8361359038615368,1.5496154276124998,1.1790691866516416
2004,CS_Chile_ps,0.05816649483941997,0.19541961130180266,0.20368502905569139,0.2592071609848222,0.3111681298040659,0.39627457761023777,0.5201816622315261,0.68525672984498,0.8573420235544085,1.0652746481298712,1.3945457729607371,1.5170415205620928,1.7715391515966776
2005,Chile_AcousCS,0.05816649483941997,0.19445962993363575,0.20881890136874673,0.24874157574192624,0.27943995974363833,0.36286286407377283,0.4715555467163601,0.6003375760415006,0.818549417877532,0.9121640667867623,1.2426598487604699,0.9965643311097164,1.4447400821581349
2005,CS_Chile_ps,0.05816649483941997,0.08258200027218937,0.2344779576274552,0.2801148522151723,0.3182221983238061,0.3960396830081881,0.5063871635927197,0.6423894535435949,0.7514278202369823,0.9196058355813144,1.1601485476145024,1.3239060324804417,1.6055579363713266
2006,Chile_AcousN,0.05816649483941997,0.04247890323806336,0.134583220779957,0.25273429598120045,0.31990915239523177,0.42608794545340384,0.5557969125410283,0.7035317664121399,0.8522619341745649,0.9840867330407711,1.1443851184330425,1.3500049181111655,1.5505821940632372
2007,Chile_AcousN,0.05816649483941997,0.1382850177733729,0.1899974141308829,0.22695670182146777,0.219125463081566,0.2233015942983291,0.5557969125410283,0.7035317664121399,0.8522619341745649,0.9840867330407711,1.1443851184330425,1.3500049181111655,1.5505821940632372
2007,CS_Chile_ps,0.05816649483941997,0.12433059028403688,0.18711449799885202,0.2304796179251042,0.3325442596031024,0.43130127370563803,0.5125954451912609,0.6245069909094662,0.7766413329141986,0.9092882961050032,1.055941481323779,1.2281109979974694,1.5419645225997958
2009,Chile_AcousN,0.05816649483941997,0.12607653169598698,0.16329067729708777,0.3010368982811464,0.3958422461785242,0.4637876268273513,0.5557969125410283,0.7035317664121399,0.8522619341745649,0.9840867330407711,1.1443851184330425,1.3500049181111655,1.5505821940632372
2009,CS_Chile_ps,0.05816649483941997,0.1377923009794708,0.13928809907577175,0.2729102637437132,0.3464209385530443,0.41811678541028946,0.5391295308254037,0.6236290154392953,0.758935059760196,0.8920185145354521,1.007269527741797,1.137678812026315,1.3982482482277874
2010,CS_Chile_ps,0.05816649483941997,0.09494104693203363,0.18220525250580857,0.23641788064160832,0.3212679237473191,0.4136182103501457,0.5393345427338564,0.650604166717488,0.7961280251274833,1.056248200236424,1.3743461126726104,1.560476646518101,1.7781652943503123
2010,N_Chile,0.05816649483941997,0.055969990712373255,0.10193978400437678,0.23110512635819086,0.2866914687003223,0.40115594220953865,0.6024805638942039,0.7010418350026412,0.8522619341745649,0.9840867330407711,1.1443851184330425,1.3500049181111655,1.5505821940632372
2011,CS_Chile_ps,0.05816649483941997,0.1978765363181113,0.20223036072171166,0.2956427010085369,0.36023422798334576,0.4783160810642064,0.6403293500103645,0.8059928460836381,1.024834273937382,1.2608200102193712,1.4500853859872753,1.8739521839430657,1.980855273443915
2012,CS_Chile_ps,0.05816649483941997,0.20055790389127462,0.21314614449755548,0.2970145654876122,0.34884099658768947,0.49119341408238704,0.6500814650542224,0.8267282032692528,1.0619531561797906,0.9679411358224528,1.835301726296393,2.222267285642045,2.7959590487495167
2013,Chile_AcousN,0.05816649483941997,0.026541954798006476,0.18614976053461388,0.2635313098049136,0.42034709507962187,0.4956125623483844,0.5318226656456603,0.7268746709333644,0.8522619341745649,0.9840867330407711,1.1443851184330425,1.3500049181111655,1.5505821940632372
2013,CS_Chile_ps,0.05816649483941997,0.21762316665900558,0.2446283695933153,0.31204164368765663,0.38072359597905925,0.448237919684629,0.5798685134475644,0.7138840169979952,0.9259644545356781,1.2923280048244494,1.7505088864598988,2.0819104139828517,2.5121221605891955
2014,Chile_AcousN,0.05816649483941997,0.04132500252988717,0.14685528655535476,0.34279600110835606,0.6343329614514664,0.6323256801159084,0.5557969125410283,0.7035317664121399,0.8522619341745649,0.9840867330407711,1.1443851184330425,1.3500049181111655,1.5505821940632372
2014,N_Chile,0.05816649483941997,0.05220643210461334,0.10471303332027973,0.21801009781707015,0.2828799563043159,0.42993562563948234,0.5527657002312756,0.7035317664121399,0.8522619341745649,0.9840867330407711,1.1443851184330425,1.3500049181111655,1.5505821940632372
2015,Chile_AcousN,0.05816649483941997,0.022030658158053426,0.1665058490971647,0.33207600962893463,0.45615653017316743,0.5821398643029901,0.7772381947454468,0.9958621398820127,0.8522619341745649,0.9840867330407711,1.1443851184330425,1.3500049181111655,1.5505821940632372
2016,Chile_AcousN,0.05816649483941997,0.039340589863473295,0.1671531765172478,0.26171762754916333,0.3002801762636146,0.5114804070133586,0.6357039285691273,0.7643737555089345,0.8522619341745649,0.6746521282076117,1.1443851184330425,1.3500049181111655,1.5505821940632372
2016,CS_Chile_ps,0.05816649483941997,0.2357682516957414,0.2579245582467071,0.3164536313186006,0.37662184390067444,0.48337715289105737,0.5841826973022846,0.7909880183655769,0.8716475803934265,1.1324407095685454,1.2841217925306478,1.5437833927522489,2.0451378814950503
2016,N_Chile,0.05816649483941997,0.16440787024585102,0.17546335549285186,0.23308414084376752,0.2936426500688016,0.3664969986778244,0.49880309642236126,0.7181823209212389,0.860390140519383,0.657975077793055,1.1443851184330425,1.3500049181111655,1.5505821940632372
2017,Chile_AcousN,0.05816649483941997,0.034924745340422066,0.15714199684160488,0.273612690566158,0.2308947107219824,0.47353638294620387,0.5557969125410283,0.9548726752495486,1.2398676913414517,1.6911588973935547,2.176386896952855,2.3001956810909516,1.5505821940632372
2017,CS_Chile_ps,0.05816649483941997,0.18182163288980005,0.22556630802188304,0.29460364081658735,0.36833792940033566,0.4435463927791569,0.5488533168630056,0.6760052867716012,0.9217080023840453,1.095720956758099,1.3905734080349978,1.7412908608733968,1.58285826793763
2017,N_Chile,0.05816649483941997,0.04939621758697274,0.15810783205097168,0.19217609507146935,0.2590687944863336,0.33218642069207327,0.4513515031226753,0.6002910714233962,0.5284094022692034,0.9840867330407711,1.1443851184330425,1.3500049181111655,1.5505821940632372
2018,Chile_AcousN,0.05816649483941997,0.02774366223286398,0.14662342064869016,0.20022622419962896,0.30180805448676024,0.3636924165582814,0.4977319016983943,0.8298597515159493,1.1100366368390444,0.9840867330407711,1.1443851184330425,1.3500049181111655,1.5505821940632372
2018,CS_Chile_ps,0.05816649483941997,0.10535333237062137,0.24086894823961552,0.30396956367041833,0.3757951409450501,0.49286081094315964,0.5935818527246347,0.7710814539060777,0.9223757371050865,1.3415519097051336,1.6273904054928818,1.7916139329866587,2.548983984638506
2018,N_Chile,0.05816649483941997,0.03374933695370378,0.12910704349878538,0.2478912191353933,0.2773393604812081,0.2794466835971335,0.5557969125410283,0.7035317664121399,0.8522619341745649,0.9840867330407711,1.1443851184330425,1.3500049181111655,1.5505821940632372
2019,Chile_AcousN,0.05816649483941997,0.03134597252528468,0.1716071919712809,0.24933048428332646,0.2786144999701335,0.44492236811296115,0.6202206498973792,0.7380259779869032,0.8522619341745649,0.9840867330407711,1.1443851184330425,1.3500049181111655,1.5505821940632372
2020,Chile_AcousN,0.05816649483941997,0.033536937283852535,0.18121696991721523,0.23177652889409683,0.24112440704100732,0.2609856762792992,0.37592779660972664,0.7035317664121399,0.8522619341745649,0.9840867330407711,1.1443851184330425,1.3500049181111655,1.5505821940632372
2006,Chile_AcousCS,0.05816649483941997,0.06780252745615058,0.23318522763897895,0.2857881095629405,0.3230713268298259,0.37985256891478414,0.4730543305239348,0.5638053128626662,0.6875966437853716,0.8341199096197282,0.8415965092566028,1.0566585705104135,1.1485878159916814
2010,Chile_AcousCS,0.05816649483941997,0.06780252745615058,0.1544890225405519,0.29834268313911766,0.3507585914357902,0.46871809939901343,0.5576515408489477,0.6325547092510828,0.7460963808127336,0.8491037002059243,1.0050622627911754,1.1147978465035484,1.3241573333220826
2012,Chile_AcousCS,0.05816649483941997,0.06780252745615058,0.17944451868818972,0.47956881677812874,0.6339113400970489,0.6446183479706182,0.7588644022338575,0.9303159726013274,1.2086628325137554,1.5297294328531001,1.7564345236916197,1.3500049181111655,1.5505821940632372
2017,Chile_AcousCS,0.05816649483941997,0.06780252745615058,0.21772999563389586,0.24641592203273424,0.33895994286648445,0.44310753644623047,0.47357087320473323,0.5349668975580938,0.8416454140177297,1.1026633811415028,1.3518581204834146,1.96996326047621,1.5505821940632372
2020,CS_Chile_ps,0.05816649483941997,0.06780252745615058,0.22974131686721888,0.30216167761212764,0.4241827250591162,0.5604645587077773,0.6863450254315978,0.8131478935063408,1.0141315226619407,1.2036244122647095,1.3664589326203747,1.407528348235959,2.8014695948573065
2020,N_Chile,0.05816649483941997,0.06780252745615058,0.21070069121805604,0.24215403086945583,0.3026820641349652,0.397354772108359,0.4735262081094667,0.7704152427724192,1.0655670870800227,1.351351093766568,1.5680290802825947,1.3500049181111655,2.2938545530056516
2007,Chile_AcousCS,0.05816649483941997,0.06780252745615058,0.1704015901450371,0.3719254546756163,0.39829950622979765,0.4649542144288519,0.5392459470280593,0.6420699337316341,0.783115181603722,0.8665221980602281,1.0356909169578252,1.11716232680953,1.5048774540549859
2008,Chile_AcousCS,0.05816649483941997,0.06780252745615058,0.1704015901450371,0.2554186751770291,0.3924095299626517,0.4340323001549059,0.5086301818828146,0.6020903223236725,0.6712577239067373,0.8891551693652946,1.0317348609062529,1.1466538642903026,1.3615577206670044
2020,Chile_AcousCS,0.05816649483941997,0.06780252745615058,0.1704015901450371,0.2554186751770291,0.69351803935898515,0.6053715629371025,0.7866265425642264,0.7660523452893487,0.9809142477998631,1.0098469022741692,1.0834935326166184,1.1724737041308855,2.1344518584910386
2009,Chile_AcousCS,0.05816649483941997,0.06780252745615058,0.1704015901450371,0.2554186751770291,0.31990915239523177,0.44594385332251923,0.5232470296534695,0.5819972113693718,0.6930168277594386,0.7564588613270667,0.881373534996127,0.9964425166421899,1.145350123390328
2011,Chile_AcousCS,0.05816649483941997,0.06780252745615058,0.1704015901450371,0.2554186751770291,0.31990915239523177,0.586752870426549,0.6118471223181114,0.7063494658064616,0.7791359191050145,0.8812782291015157,1.0976145153660932,1.266543397207791,1.3493621707821282
