row_id	cm	value	cum_value	total	cum_prop
Row 04	30	4095.437324	12293.806973919	79913.637352406	0.153838661099924
Row 04	31	6834.019593	19127.826566919	79913.637352406	0.239356225052908
Row 04	32	10655.55096	29783.377526919	79913.637352406	0.372694555193117
Row 04	33	12495.70649	42279.084016919	79913.637352406	0.5290596876535
Row 04	34	11652.64815	53931.732166919	79913.637352406	0.674875202202209
Row 04	35	8805.278376	62737.010542919	79913.637352406	0.785060130178521
Row 04	36	5838.340719	68575.351261919	79913.637352406	0.858118257832677
Row 04	37	3173.927405	71749.278666919	79913.637352406	0.897835226176935
Row 04	38	1669.565409	73418.844075919	79913.637352406	0.918727347525854
Row 04	39	423.6393592	73842.483435119	79913.637352406	0.924028562352703
Row 04	40	149.8236624	73992.307097519	79913.637352406	0.925903382062627
Row 04	41	48.30271073	74040.609808249	79913.637352406	0.926507818455842
Row 04	42	36.19033079	74076.800139039	79913.637352406	0.926960686476734
Row 04	43	6.668847237	74083.468986276	79913.637352406	0.927044137154965
Row 04	44	73.62569379	74157.094680066	79913.637352406	0.927965452918197
Row 04	45	57.62526708	74214.719947146	79913.637352406	0.928686547201841
Row 04	46	127.2792859	74341.999233046	79913.637352406	0.930279257659241
Row 04	47	492.9348601	74834.934093146	79913.637352406	0.936447602342717
Row 04	48	206.0861546	75041.020247746	79913.637352406	0.939026463240904
Row 04	49	487.6537802	75528.674027946	79913.637352406	0.945128723084859
Row 04	50	608.1405745	76136.814602446	79913.637352406	0.952738695483165
Row 04	51	533.1951863	76670.009788746	79913.637352406	0.959410838110695
Row 04	52	532.7397796	77202.749568346	79913.637352406	0.966077282002502
Row 04	53	484.0807871	77686.830355446	79913.637352406	0.972134831166048
Row 04	54	457.4706764	78144.301031846	79913.637352406	0.977859394476596
Row 04	55	442.8752252	78587.176257046	79913.637352406	0.983401317480888
Row 04	56	469.680212	79056.856469046	79913.637352406	0.989278664921961
Row 04	57	233.2414342	79290.097903246	79913.637352406	0.992197333648945
Row 04	58	250.1572652	79540.255168446	79913.637352406	0.995327678775108
Row 04	59	71.02818814	79611.283356586	79913.637352406	0.996216490628669
Row 04	60	120.3609591	79731.644315686	79913.637352406	0.997722628543143
Row 04	61	77.14805113	79808.792366816	79913.637352406	0.998688021355759
Row 04	62	49.64584497	79858.438211786	79913.637352406	0.999309265071034
Row 04	63	16.95622168	79875.394433466	79913.637352406	0.99952144689934
Row 04	64	38.24291894	79913.637352406	79913.637352406	1
Row 04	65	0	79913.637352406	79913.637352406	1
Row 04	66	0	79913.637352406	79913.637352406	1
Row 04	67	0	79913.637352406	79913.637352406	1
