"","year","fleet","0","1","2","3","4","5","6","7","8","9","10","11","12"
"1",2020,"F1",NA,NA,NA,0.214563020596142,0.210496489842948,0.24159568415724,0.304047172703555,0.408124245834879,0.476637543486549,0.841628566237689,1.28859108555952,1.7543028569985,2.99874619592915
"2",2021,"F1",NA,0.0183681661529816,0.0522117823309872,0.0966974042742484,0.395469155942462,0.41634111689403,0.476894197654014,0.553065231477567,0.756156530899886,0.987230190198406,1.22510224414674,1.52495721703287,NA
"3",2020,"F2",NA,NA,NA,0.246132203640393,0.23171055688612,0.302914835244443,0.424744713161211,0.559867525550936,0.684894780312252,0.808243232457014,1.00375160585254,1.18741241801981,1.43615925021793
"4",2021,"F2",NA,NA,NA,0.0946212940798535,0.272364102403951,0.303117447992442,0.346750486238291,0.427027688985161,0.60435207679889,0.712887122337785,0.808643413680454,1.1055710417454,2.12767713688084
"5",2020,"F3",NA,0.132886095916693,0.323799193715483,0.456365487798046,0.563178675404494,0.765525291031911,0.949138401566885,1.08097380824334,NA,NA,NA,NA,NA
"6",2021,"F3",0.0115741738911306,0.029897106966699,0.282213513861496,0.487519307708101,0.669635547150596,0.868585762328018,0.993609964798115,1.17667842814953,NA,NA,NA,NA,NA
"7",2020,"F4",NA,0.131838533573778,0.19589270649875,0.212355914931513,0.222918645770141,0.501439491964068,0.674831565918001,0.705582035823113,0.901519549808427,1.06666511262495,1.09024675935474,1.22443337206833,NA
