5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90
0	0	0	0	0	0	0	0	0	0	0	24.08707177	133.8821589	353.5242392	1070.238025	1764.65683	1924.037411	2150.489873	3697.327242	4761.301372	4287.612958	2516.81013	695.3199549	530.4541868	742.1355734	799.987067	838.3203983	1036.766108	1149.204224	1232.246128	1444.093539	1400.231951	1201.047903	928.6985129	1017.904433	1070.377421	1036.752558	840.3502277	759.3711923	639.08426	489.7106953	446.3123871	380.7470739	349.5522088	386.5836599	303.1808	315.9336844	339.2859033	260.6549711	253.4232786	261.9304857	206.305057	81.66718993	40.67245301	22.15587101	12.19417478	9.88450091	9.873874314	8.577491117	13.94485434	41.44289648	34.96847608	3.317203192	0.000453549	0	0.024404289	0.001850998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.839917579	10.16736846	46.0068826	122.4871985	575.1051756	1490.752411	4983.501962	8747.861206	8495.301592	6752.85829	3654.517322	3286.663497	2463.330158	1946.363591	2288.400439	2765.062293	3300.911251	3670.112136	3995.59889	3210.498477	2461.241047	1924.231732	1461.039805	1571.016666	1318.721707	991.3820194	803.2533116	710.5860061	540.326233	503.8821818	403.9080462	446.5186249	354.3346394	306.9225828	225.0562713	99.22165947	40.33439736	33.52786795	9.525749362	8.920782604	8.63237008	12.71945801	1.639322309	2.352824805	1.293962012	0.874736252	0.707083503	0.399998789	0.053070285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.056926678	0.304808986	3.438926381	17.67059593	15.84324995	3.182948366	23.66981003	1234.134567	17637.85855	48778.51827	61251.61977	45565.00547	29926.91629	18691.92695	8561.467679	6606.664857	4584.496713	2530.633864	4040.353313	3307.261005	1942.146463	1210.264218	1612.036713	1870.043262	1537.616035	1120.380161	922.9448933	459.7667927	880.5859859	799.7726647	1166.189282	1321.514738	1688.974236	1627.88083	1396.224669	1870.682791	2287.121275	955.2803623	329.4785299	289.9915884	306.8328129	257.9969673	190.8977288	67.63507956	36.32985314	24.88892273	21.57402914	10.65980327	4.098695829	5.909860087	0.874832634	11.30148574	20.3269746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.284778029	11.26704325	55.06956377	65.75401492	76.54397256	70.97552663	35.55172585	47.27853246	79.78598945	308.2004359	887.3622294	882.9687282	746.1965275	1998.195366	2932.935216	4095.437324	6834.019593	10655.55096	12495.70649	11652.64815	8805.278376	5838.340719	3173.927405	1669.565409	423.6393592	149.8236624	48.30271073	36.19033079	6.668847237	73.62569379	57.62526708	127.2792859	492.9348601	206.0861546	487.6537802	608.1405745	533.1951863	532.7397796	484.0807871	457.4706764	442.8752252	469.680212	233.2414342	250.1572652	71.02818814	120.3609591	77.14805113	49.64584497	16.95622168	38.24291894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	8.97830494	22.25058181	0	0	0	0	0	0	33.34112612	53.08202153	166.4010704	91.83772643	172.7463107	174.7303059	109.1435135	88.788491	196.6589327	349.6816475	641.0224069	1441.724927	2613.749809	3208.185965	3359.210512	4430.349974	7622.093243	10706.76339	11308.81313	9354.682384	6446.171021	5629.473758	5305.563105	4490.733764	4024.690735	3100.699769	2596.668484	2221.137119	1835.74824	1792.900342	1642.673737	1559.447672	1223.947628	1178.774612	532.1970755	674.7716896	513.2180394	321.5360251	365.4482056	90.71603449	68.23624596	24.89872368	7.670878522	2.300462259	0.47772134	2.261816119	1.136731119	0.809206851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.003269811	0.027723659	0	0	47.86430627	54.08309792	1430.904554	765.4186294	0	450.3600183	965.4871558	803.1746069	2212.305393	6852.217438	19647.09902	33963.22232	34384.26934	22340.41172	26911.63075	48671.36983	150376.3676	240659.8939	179489.4014	105349.7849	111074.212	102838.0205	97121.71321	84421.42224	62463.85603	44340.35038	32996.01954	33765.40618	39455.82649	22532.6585	18239.62202	11625.3501	12241.8415	9732.581787	7689.055711	6724.528284	5720.811619	3923.386259	2753.144624	1815.210262	1669.790037	1940.162899	1636.489035	1038.282582	769.7251167	785.3846264	593.3841081	251.5636475	123.7843457	87.32141409	35.49844615	62.97968503	51.51997411	0.11652081	0.189455364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	149.4973985	475.3225988	459.7642675	2411.00076	5418.315418	17991.35697	61948.66603	220222.4157	400617.783	242840.1323	113846.0933	59688.22536	42174.07377	42037.26597	48313.07934	47704.24811	38856.0246	26166.90238	14363.67721	10345.62497	11385.62108	10227.41967	7094.239212	6015.43928	4030.294684	2344.019673	1929.279795	1229.813651	1007.674302	812.5517988	517.6325895	290.220132	171.6740178	98.06288947	72.58711962	83.35348508	23.50868098	14.97932124	2.422148498	0.275353995	0.892631602	2.241442586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	3752.394215	12908.72687	5617.626783	857.025397	135.4106039	303.2934526	243.1110182	3197.299328	7966.361028	17449.8737	21728.80231	30538.52074	45641.57814	51712.33122	41220.00589	32042.55742	23576.92371	19519.19418	15797.57315	15439.94032	15786.00978	16252.08598	14955.692	10664.45007	8432.247608	7881.737698	4282.5581	2651.481997	2790.808089	2096.947194	1473.919453	1771.248024	1435.767154	1394.973646	486.478547	572.4061706	794.5027019	424.2325196	4.883590229	1.276911004	0.580755467	0.084018789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	40.9433368	510.6407782	1982.532653	2084.782139	313.3515398	181.1071901	2034.868397	4203.077935	12707.96356	6957.737352	6620.559206	1228.972925	1019.497417	3430.209976	5555.279112	5951.126122	2965.920285	2120.908953	2476.073617	7232.900708	16902.28089	20072.30542	39021.9392	56008.62138	56688.08214	36531.32582	29567.24298	23240.39711	16678.23181	11560.94436	4646.969228	2622.303175	2948.036961	2446.517742	3197.394329	2893.667587	2469.630374	2075.437899	1499.869524	854.5481791	489.9796621	411.4006384	346.9115481	327.1549842	175.445374	107.1224755	12.23302152	4.708664814	3.527416076	1.205625319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
